"form_id","extraction_time","reviewer","trial_id","publication_found","publication_url","publication_doi","identification_step","publication_type","publication_pmid","typo_primary_id","publication_date","match_design","match_indication_population","match_intervention","match_comparator","match_any_outcome","n_matching_criteria","registry","start_date_recoded","completion_date_recoded","warning_cd_to_publication","warning_start_to_publication","n_match_agree","article_found_by","article_agreement_information"
"F3776",2023-01-11 05:00:45,"Perrine_J","NCT02645721","Yes","https://doi.org/10.1016/j.invent.2021.100483","10.1016/j.invent.2021.100483","Systematic Google search","Journal publication",34824984,"NCT ID",2021-11-11,"Yes","Yes","Yes","No","No",3,"ctgov","2016-01-31","2019-06-30",NA,NA,"3","Perrine_J","Found by 1/2 reviewers, ineligible match"
"F3777",2023-01-11 05:01:59,"Mateusz_W","NCT02735434","Yes","https://link.springer.com/article/10.1007/s41669-021-00319-x","10.1007/s41669-021-00319-x","Linked at the registration","Journal publication",34997899,"NCT ID",2022-01-08,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2016-04-30","2018-03-31",NA,NA,"5; 4","Mateusz_W; Themis_P","Found by 2/2 reviewers, near-match vs. full match"
"F3778",2023-01-11 05:10:23,"Perrine_J","2016-004377-41","Yes","https://doi.org/10.1111/aas.13221","10.1111/aas.13221","Systematic Google search","Journal publication",30109702,"EudraCT ID",2018-08-14,"Yes","Yes","Yes","Yes","Yes",5,"euctr",NA,"2017-01-15",NA,NA,"5","Katarzyna_K; Perrine_J","Found by 2/2 reviewers, matching all 5 criteria"
"F3779",2023-01-11 05:10:50,"Mateusz_W","NCT02377960","Yes","https://bmccardiovascdisord.biomedcentral.com/articles/10.1186/s12872-018-0963-5","10.1186/s12872-018-0963-5","Linked at the registration","Journal publication",30567497,"NCT ID",2018-12-19,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2015-01-27","2018-03-06",NA,NA,"5","Mateusz_W; Themis_P","Found by 2/2 reviewers, matching all 5 criteria"
"F3780",2023-01-11 05:16:18,"Mateusz_W","NCT02377960","Yes","https://bmccardiovascdisord.biomedcentral.com/articles/10.1186/s12872-021-02252-7","10.1186/s12872-021-02252-7","Linked at the registration","Journal publication",34530733,"NCT ID",2021-09-16,"No","Yes","Yes","No","Yes",3,"ctgov","2015-01-27","2018-03-06",NA,NA,"3; 4","Mateusz_W; Themis_P","Found by 2/2 reviewers, near-match vs. ineligible match"
"F3781",2023-01-11 05:25:09,"Perrine_J","NCT03384719","Yes","https://doi.org/10.1016/j.ghir.2021.101418","10.1016/j.ghir.2021.101418","Linked at the registration","Journal publication",34333391,"NCT ID",2021-07-21,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2018-01-18","2018-12-18",NA,NA,"5","Carolina_C; Perrine_J","Found by 2/2 reviewers, matching all 5 criteria"
"F3782",2023-01-11 05:26:13,"Mateusz_W","2013-004854-46","Yes","https://www.mdpi.com/2072-6694/12/7/1975","10.3390/cancers12071975","Linked at the registration","Journal publication",32698410,"EudraCT ID",2020-07-20,"Yes","Yes","Yes","Yes","Yes",5,"euctr","2014-06-20","2019-05-01",NA,NA,"5","Mateusz_W; Themis_P","Found by 2/2 reviewers, matching all 5 criteria"
"F3783",2023-01-11 05:27:23,"Perrine_J","NCT03384719","Yes","https://doi.org/10.1111/apa.16318","10.1111/apa.16318","Systematic Google search","Journal publication",35253279,"NCT ID",2022-03-10,"Yes","Yes","Yes","Yes","No",4,"ctgov","2018-01-18","2018-12-18",NA,NA,"4","Perrine_J","Found by 1/2 reviewers, near-match"
"F3784",2023-01-11 05:31:56,"Mateusz_W","NCT01506219","Yes","https://www.sciencedirect.com/science/article/pii/S0953620518300220?via%3Dihub","10.1016/j.ejim.2018.01.022","Linked at the registration","Journal publication",29395938,"NCT ID",2018-02-01,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2012-01-17","2017-06-30",NA,NA,"5","Mateusz_W; Themis_P","Found by 2/2 reviewers, matching all 5 criteria"
"F3785",2023-01-11 05:38:47,"Perrine_J","NCT02017886","Yes","https://doi.org/10.3109/00016357.2016.1169439","10.3109/00016357.2016.1169439","Linked at the registration","Journal publication",27104984,"NCT ID",2016-04-22,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2013-11-30","2016-04-30","Publication date before completion date",NA,"5","Nicole_H; Perrine_J","Found by 2/2 reviewers, matching all 5 criteria"
"F3786",2023-01-11 05:39:50,"Mateusz_W","NCT01506219","Yes","https://www.jarlife.net/3279-comprehensive-geriatric-care-versus-standard-care-for-elderly-referred-to-a-rehabilitation-unit-a-randomized-controlled-trial.html","10.14283/jarcp.2016.126","Systematic Google search","Journal publication",NA,"NCT ID",2016-12-15,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2012-01-17","2017-06-30","Publication date before completion date",NA,"5","Mateusz_W","Found by 1/2 reviewers, matching all 5 criteria"
"F3787",2023-01-11 05:44:23,"Mateusz_W","NCT01506219","Yes","https://www.sciencedirect.com/science/article/abs/pii/S0002934318309574?via%3Dihub","10.1016/j.amjmed.2018.09.030","Systematic Google search","Journal publication",30367848,"NCT ID",2018-10-25,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2012-01-17","2017-06-30",NA,NA,"5","Mateusz_W","Found by 1/2 reviewers, matching all 5 criteria"
"F3788",2023-01-11 06:00:22,"Mateusz_W","NCT02799394","Yes","https://journals.sagepub.com/doi/10.1177/2325967120911106","10.1177/2325967120911106","Linked at the registration","Journal publication",32284945,"NCT ID",2020-04-01,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2016-06-30","2017-12-31",NA,NA,"5","Mateusz_W","Found by 1/2 reviewers, matching all 5 criteria"
"F3789",2023-01-11 06:05:03,"Perrine_J","NCT03807323","Yes","https://doi.org/10.1186/s40814-021-00921-0","10.1186/s40814-021-00921-0","Linked at the registration","Journal publication",34706777,"NCT ID",2021-10-27,"Yes","Yes","Yes","Yes","No",4,"ctgov","2017-09-25","2018-10-04",NA,NA,"4","Perrine_J","Found by 1/2 reviewers, near-match"
"F3790",2023-01-11 06:06:37,"Perrine_J","NCT03807323","Yes","https://doi.org/10.1371/journal.pone.0256631","10.1371/journal.pone.0256631","Linked at the registration","Journal publication",34432850,"NCT ID",2021-08-25,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2017-09-25","2018-10-04",NA,NA,"5","Perrine_J; Shai_M","Found by 2/2 reviewers, matching all 5 criteria"
"F3791",2023-01-11 06:08:10,"Perrine_J","NCT03807323","Yes","https://doi.org/10.1186/s12889-020-09406-w","10.1186/s12889-020-09406-w","Linked at the registration","Journal publication",32854671,"NCT ID",2020-08-27,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2017-09-25","2018-10-04",NA,NA,"5","Perrine_J","Found by 1/2 reviewers, matching all 5 criteria"
"F3792",2023-01-11 06:09:52,"Mateusz_W","NCT01502878","Yes","https://www.sciencedirect.com/science/article/pii/S009167491631380X?via%3Dihub","10.1016/j.jaci.2016.09.054","Linked at the registration","Letter to the editor",27916627,"NCT ID",2016-12-01,"Yes","No","No","No","No",1,"ctgov","2011-05-31","2016-03-31",NA,NA,"1; 3","Mateusz_W; Themis_P","Found by 2/2 reviewers, ineligible match"
"F3793",2023-01-11 06:14:05,"Perrine_J","NCT02687295","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2010-01-31","2016-01-31",NA,NA,"NA",NA,"No publication, agreed by 2 reviewers"
"F3794",2023-01-11 06:20:27,"Perrine_J","NCT01952067","Yes","https://doi.org/10.1302/0301-620x.104b1.bjj-2021-0325.r2","10.1302/0301-620x.104b1.bjj-2021-0325.r2","Linked at the registration","Journal publication",34969272,"NCT ID",2022-01-01,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2013-03-31","2017-06-20",NA,NA,"5","Eero_R; Perrine_J","Found by 2/2 reviewers, matching all 5 criteria"
"F3795",2023-01-11 06:20:54,"Mateusz_W","NCT01502878","Yes","https://onlinelibrary.wiley.com/doi/10.1111/apa.13668","10.1111/apa.13668","Found via bibliography of other article found via Google search","Journal publication",27859599,"NCT ID",2017-02-01,"Yes","Yes","No","No","No",2,"ctgov","2011-05-31","2016-03-31",NA,NA,"2","Mateusz_W","Found by 1/2 reviewers, ineligible match"
"F3796",2023-01-11 06:25:58,"Mateusz_W","2013-000975-33","Yes","https://www.sciencedirect.com/science/article/pii/S0953620517304156?via%3Dihub","10.1016/j.ejim.2017.10.007","Linked at the registration","Journal publication",29241594,"EudraCT ID",2017-12-12,"Yes","Yes","Yes","Yes","Yes",5,"euctr","2013-10-01","2015-05-31",NA,NA,"5","Carolina_C; Mateusz_W","Found by 2/2 reviewers, matching all 5 criteria"
"F3797",2023-01-11 07:37:49,"Sofia_K","NCT01834859","Yes","https://doi.org/10.1038/ijo.2017.96","10.1038/ijo.2017.96","Linked at the registration","Journal publication",28439092,"NCT ID",2017-04-25,"Yes","Yes","No","Yes","Yes",4,"ctgov","2013-08-31","2016-10-31",NA,NA,"4","Sofia_K","Found by 1/2 reviewers, near-match"
"F3798",2023-01-11 12:29:21,"Tarik_S","NCT04474769","Yes","https://doi.org/10.1186/s12912-022-01133-4","10.1186/s12912-022-01133-4","Systematic Google search","Journal publication",NA,"NCT ID",2022-12-16,"Yes","No","Yes","Yes","Yes",4,"ctgov","2015-10-01","2017-11-30",NA,NA,"5; 4","Shai_M; Tarik_S","Found by 2/2 reviewers, near-match vs. full match"
"F3799",2023-01-11 12:34:52,"Tarik_S","NCT04474769","Yes","https://doi.org/10.1111/scs.12963","10.1111/scs.12963","Systematic Google search","Journal publication",NA,"NCT ID",2021-02-01,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2015-10-01","2017-11-30",NA,NA,"5","Shai_M; Tarik_S","Found by 2/2 reviewers, matching all 5 criteria"
"F3800",2023-01-11 12:41:06,"Tarik_S","NCT03526289","Yes","https://doi.org/10.2337/dc19-0578","10.2337/dc19-0578","Linked at the registration","Journal publication",31949084,"NCT ID",2020-01-16,"Yes","No","Yes","Yes","Yes",4,"ctgov","2017-11-08","2018-10-24",NA,NA,"5; 4","Shai_M; Tarik_S","Found by 2/2 reviewers, near-match vs. full match"
"F3801",2023-01-11 12:44:57,"Tarik_S","NCT02293421","Yes","https://doi.org/10.1213/ane.0000000000003607","10.1213/ane.0000000000003607","Linked at the registration","Journal publication",29958223,"NCT ID",2018-09-01,"Yes","No","Yes","Yes","Yes",4,"ctgov","2014-11-30","2017-10-01",NA,NA,"4","Tarik_S","Found by 1/2 reviewers, near-match"
"F3802",2023-01-11 12:51:17,"Tarik_S","NCT02377726","Yes","https://doi.org/10.2196%2F29666","10.2196/29666","Linked at the registration","Journal publication",34821563,"NCT ID",2021-11-24,"No","No","Yes","Yes","Yes",3,"ctgov","2015-04-01","2019-11-30",NA,NA,"5; 3","Shai_M; Tarik_S","Found by 2/2 reviewers, near-match vs. full match"
"F3803",2023-01-11 13:02:31,"Tarik_S","NCT03656367","Yes","https://doi.org/10.1093/ajcn/nqab220","10.1093/ajcn/nqab220","Systematic Google search","Journal publication",34477812,"NCT ID",2021-11-08,"No","Yes","Yes","Yes","Yes",4,"ctgov","2018-09-10","2019-03-21",NA,NA,"5; 4","Shai_M; Tarik_S","Found by 2/2 reviewers, near-match vs. full match"
"F3804",2023-01-11 13:03:58,"Tarik_S","NCT03656367","Yes","https://doi.org/10.3390%2Fmetabo11070454","10.3390/metabo11070454","Linked at the registration","Journal publication",34357348,"NCT ID",2021-07-14,"No","Yes","Yes","Yes","Yes",4,"ctgov","2018-09-10","2019-03-21",NA,NA,"5; 4","Shai_M; Tarik_S","Found by 2/2 reviewers, near-match vs. full match"
"F3805",2023-01-11 13:07:34,"Tarik_S","NCT02426463","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2015-04-20","2019-01-31",NA,NA,"NA",NA,"No publication, agreed by 2 reviewers"
"F3806",2023-01-11 13:12:15,"Tarik_S","NCT01247337","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2011-02-02","2016-02-18",NA,NA,"NA",NA,"No publication, not agreed by other reviewer"
"F3807",2023-01-11 13:20:49,"Tarik_S","NCT01531049","Yes","https://doi.org/10.1111/bcpt.12548","10.1111/bcpt.12548","Systematic Google search","Journal publication",NA,"NCT ID",2015-12-26,"Yes","No","Yes","Yes","Yes",4,"ctgov","2012-05-31","2016-09-02","Publication date before completion date",NA,"5; 4","Shai_M; Tarik_S","Found by 2/2 reviewers, near-match vs. full match"
"F3808",2023-01-11 13:27:52,"Tarik_S","NCT03040180","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2017-01-31","2019-09-30",NA,NA,"NA",NA,"No publication, agreed by 2 reviewers"
"F3809",2023-01-11 13:34:55,"Tarik_S","NCT02769910","Yes","https://doi.org/10.1111/bjd.15335","10.1111/bjd.15335","Systematic Google search","Journal publication",28117875,"NCT ID",2017-06-09,"Yes","No","Yes","Yes","Yes",4,"ctgov","2016-05-31","2016-07-31",NA,NA,"5; 4","Shai_M; Tarik_S","Found by 2/2 reviewers, near-match vs. full match"
"F3810",2023-01-11 13:40:25,"Tarik_S","NCT02583126","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2014-08-31","2017-12-31",NA,NA,"NA",NA,"No publication, agreed by 2 reviewers"
"F3811",2023-01-11 13:46:49,"Tarik_S","NCT03149965","Yes","https://doi.org/10.1155%2F2018%2F1532949","10.1155/2018/1532949","Linked at the registration","Journal publication",29707565,"NCT ID",2018-03-07,"Yes","No","Yes","Yes","Yes",4,"ctgov","2014-10-02","2016-03-31",NA,NA,"5; 4","Shai_M; Tarik_S","Found by 2/2 reviewers, near-match vs. full match"
"F3812",2023-01-11 14:03:50,"Tarik_S","NCT01743508","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2012-04-30","2017-08-31",NA,NA,"NA",NA,"No publication, agreed by 2 reviewers"
"F3813",2023-01-11 14:20:40,"Tarik_S","NCT02698319","Yes","https://doi.org/10.1371%2Fjournal.pone.0211769","10.1371/journal.pone.0211769","Linked at the registration","Journal publication",30716123,"NCT ID",2019-02-04,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2015-04-30","2016-06-30",NA,NA,"5","Shai_M; Tarik_S","Found by 2/2 reviewers, matching all 5 criteria"
"F3814",2023-01-11 14:25:22,"Tarik_S","NCT02948673","Yes","https://doi.org/10.1139/apnm-2020-1099","10.1139/apnm-2020-1099","Linked at the registration","Journal publication",33740389,"NCT ID",2021-03-19,"Yes","Yes","Yes","Yes","No",4,"ctgov","2016-05-31","2017-12-31",NA,NA,"3; 4","Shai_M; Tarik_S","Found by 2/2 reviewers, near-match vs. ineligible match"
"F3815",2023-01-11 14:32:45,"Tarik_S","NCT03264365","Yes","https://doi.org/10.1016/j.iccn.2018.11.009","10.1016/j.iccn.2018.11.009","Systematic Google search","Journal publication",NA,"NCT ID",2019-02-01,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2012-12-15","2018-03-06",NA,NA,"5","Tarik_S","Found by 1/2 reviewers, matching all 5 criteria"
"F3816",2023-01-11 14:39:40,"Tarik_S","NCT02830789","Yes","https://doi.org/10.1111/cen.13836","10.1111/cen.13836","Systematic Google search","Journal publication",NA,"NCT ID",2018-08-14,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2016-12-31","2017-05-31",NA,NA,"5","Shai_M; Tarik_S","Found by 2/2 reviewers, matching all 5 criteria"
"F3817",2023-01-11 14:49:35,"Tarik_S","NCT03364088","Yes","http://dx.doi.org/10.1136/bmjopen-2018-025546","10.1136/bmjopen-2018-025546","Systematic Google search","Journal publication",NA,"NCT ID",2018-12-22,"Yes","No","Yes","Yes","Yes",4,"ctgov","2016-10-03","2019-12-03","Publication date before completion date",NA,"4","Tarik_S","Found by 1/2 reviewers, near-match"
"F3818",2023-01-11 14:55:50,"Tarik_S","NCT02430792","Yes","https://doi.org/10.1007%2Fs40279-018-1031-0","10.1007/s40279-018-1031-0","Linked at the registration","Journal publication",30506427,"NCT ID",2019-01-01,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2015-05-31","2018-02-28",NA,NA,"5","Shai_M; Tarik_S","Found by 2/2 reviewers, matching all 5 criteria"
"F3819",2023-01-11 14:56:48,"Tarik_S","NCT02430792","Yes","https://doi.org/10.1371/journal.pmed.1002936","10.1371/journal.pmed.1002936","Linked at the registration","Journal publication",31574097,"NCT ID",2019-10-01,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2015-05-31","2018-02-28",NA,NA,"4; 5","Shai_M; Tarik_S","Found by 2/2 reviewers, near-match vs. full match"
"F3820",2023-01-11 14:57:40,"Tarik_S","NCT02430792","Yes","https://doi.org/10.1186/s40798-021-00318-6","10.1186/s40798-021-00318-6","Linked at the registration","Journal publication",33877496,"NCT ID",2021-04-20,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2015-05-31","2018-02-28",NA,NA,"5","Tarik_S","Found by 1/2 reviewers, matching all 5 criteria"
"F3821",2023-01-11 15:07:10,"Tarik_S","NCT00904813","Yes","https://doi.org/10.1002/bjs.6914","10.1002/bjs.6914","Linked at the registration","Journal publication",20155787,"NCT ID",2010-04-01,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","1998-11-30","2018-03-31","Publication date before completion date",NA,"4; 5","Shai_M; Tarik_S","Found by 2/2 reviewers, near-match vs. full match"
"F3822",2023-01-11 15:08:45,"Tarik_S","NCT00904813","Yes","https://doi.org/10.1002/bjs.9117","10.1002/bjs.9117","Linked at the registration","Journal publication",23553796,"NCT ID",2013-04-02,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","1998-11-30","2018-03-31","Publication date before completion date",NA,"5","Tarik_S","Found by 1/2 reviewers, matching all 5 criteria"
"F3823",2023-01-11 15:10:03,"Tarik_S","NCT00904813","Yes","https://doi.org/10.1002/bjs.9811","10.1002/bjs.9811","Linked at the registration","Journal publication",26095256,"NCT ID",2015-07-01,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","1998-11-30","2018-03-31","Publication date before completion date",NA,"5","Tarik_S","Found by 1/2 reviewers, matching all 5 criteria"
"F3824",2023-01-11 15:11:18,"Tarik_S","NCT00904813","Yes","https://doi.org/10.1016/j.radonc.2019.03.016","10.1016/j.radonc.2019.03.016","Linked at the registration","Journal publication",31015165,"NCT ID",2019-04-01,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","1998-11-30","2018-03-31",NA,NA,"5","Shai_M; Tarik_S","Found by 2/2 reviewers, matching all 5 criteria"
"F3825",2023-01-11 15:21:16,"Tarik_S","NCT03349944","Yes","https://doi.org/10.1111/dom.13953","10.1111/dom.13953","Systematic Google search","Journal publication",NA,"NCT ID",2020-01-05,"Yes","No","Yes","Yes","Yes",4,"ctgov","2017-08-01","2019-01-08",NA,NA,"5; 4","Shai_M; Tarik_S","Found by 2/2 reviewers, near-match vs. full match"
"F3826",2023-01-11 15:28:28,"Tarik_S","NCT02713724","Yes","https://doi.org/10.18632%2Foncotarget.23958","10.18632/oncotarget.23958","Linked at the registration","Journal publication",29507706,"NCT ID",2018-01-03,"Yes","No","Yes","Yes","Yes",4,"ctgov","2015-12-31","2016-12-31",NA,NA,"5; 4","Shai_M; Tarik_S","Found by 2/2 reviewers, near-match vs. full match"
"F3827",2023-01-11 15:52:39,"Tarik_S","NCT03361930","Yes","https://doi.org/10.1016/j.gaitpost.2020.05.011","10.1016/j.gaitpost.2020.05.011","Systematic Google search","Journal publication",NA,"NCT ID",2020-07-01,"Yes","No","Yes","Yes","Yes",4,"ctgov","2017-10-19","2018-12-31",NA,NA,"5; 4","Shai_M; Tarik_S","Found by 2/2 reviewers, near-match vs. full match"
"F3828",2023-01-11 15:58:46,"Tarik_S","NCT02332603","Yes","https://doi.org/10.1213/ane.0000000000003591","10.1213/ane.0000000000003591","Linked at the registration","Journal publication",29944516,"NCT ID",2018-10-01,"No","No","Yes","Yes","Yes",3,"ctgov","2015-01-31","2017-01-31",NA,NA,"3","Tarik_S","Found by 1/2 reviewers, ineligible match"
"F3829",2023-01-11 16:09:35,"Tarik_S","NCT01821404","Yes","https://doi.org/10.1016/j.eururo.2018.06.037","10.1016/j.eururo.2018.06.037","Systematic Google search","Journal publication",30031572,"NCT ID",2018-07-18,"No","Yes","Yes","Yes","Yes",4,"ctgov","2012-08-31","2017-05-31",NA,NA,"4","Tarik_S","Found by 1/2 reviewers, near-match"
"F3830",2023-01-11 16:10:56,"Tarik_S","NCT01821404","Yes","https://doi.org/10.1016%2Fj.ebiom.2021.103432","10.1016/j.ebiom.2021.103432","Systematic Google search","Journal publication",34144486,"NCT ID",2021-06-01,"No","Yes","Yes","Yes","Yes",4,"ctgov","2012-08-31","2017-05-31",NA,NA,"4","Tarik_S","Found by 1/2 reviewers, near-match"
"F3831",2023-01-11 16:22:03,"Tarik_S","NCT03970135","Yes","https://doi.org/10.1111/apa.16074","10.1111/apa.16074","Systematic Google search","Journal publication",NA,"NCT ID",2021-08-18,"No","No","Yes","Yes","Yes",3,"ctgov","2017-05-29","2017-11-30",NA,NA,"5; 3","Shai_M; Tarik_S","Found by 2/2 reviewers, near-match vs. full match"
"F3832",2023-01-11 16:28:09,"Tarik_S","NCT02895464","Yes","https://doi.org/10.1371%2Fjournal.pone.0219158","10.1371/journal.pone.0219158","Systematic Google search","Journal publication",31265476,"NCT ID",2019-07-02,"Yes","No","Yes","Yes","Yes",4,"ctgov","2016-09-30","2018-06-30",NA,NA,"5; 4","Shai_M; Tarik_S","Found by 2/2 reviewers, near-match vs. full match"
"F3833",2023-01-11 16:33:44,"Tarik_S","NCT02889354","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2016-08-31","2017-06-30",NA,NA,"NA",NA,"No publication, not agreed by other reviewer"
"F3834",2023-01-11 16:38:43,"Tarik_S","NCT02321826","Yes","https://doi.org/10.1111/jsr.12817","10.1111/jsr.12817","Systematic Google search","Journal publication",NA,"NCT ID",2019-01-24,"Yes","No","Yes","Yes","Yes",4,"ctgov","2015-04-30","2017-09-29",NA,NA,"5; 4","Shai_M; Tarik_S","Found by 2/2 reviewers, near-match vs. full match"
"F3835",2023-01-11 16:49:08,"Tarik_S","NCT02879747","Yes","https://doi.org/10.1210/jc.2018-01006","10.1210/jc.2018-01006","Systematic Google search","Journal publication",30339244,"NCT ID",2019-03-01,"Yes","No","Yes","Yes","Yes",4,"ctgov","2003-12-31","2017-12-31",NA,NA,"5; 4","Perrine_J; Tarik_S","Found by 2/2 reviewers, near-match vs. full match"
"F3836",2023-01-11 16:53:06,"Tarik_S","NCT04170972","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2017-10-17","2019-09-01",NA,NA,"NA",NA,"No publication, agreed by 2 reviewers"
"F3837",2023-01-11 16:59:08,"Tarik_S","NCT02043262","Yes","https://doi.org/10.1186%2Fs12877-015-0142-9","10.1186/s12877-015-0142-9","Linked at the registration","Journal publication",26537789,"NCT ID",2015-11-04,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2012-05-31","2016-06-30","Publication date before completion date",NA,"5","Perrine_J; Tarik_S","Found by 2/2 reviewers, matching all 5 criteria"
"F3838",2023-01-12 00:08:59,"Sofia_K","NCT03046667","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2017-02-08","2017-12-11",NA,NA,"NA",NA,"No publication, agreed by 2 reviewers"
"F3839",2023-01-12 00:14:31,"Sofia_K","NCT02344368","Yes","https://doi.org/10.1111/apa.14567","10.1111/apa.14567","Linked at the registration","Journal publication",30188590,"NCT ID",2018-10-02,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2015-01-31","2016-06-30",NA,NA,"5","Perrine_J; Sofia_K","Found by 2/2 reviewers, matching all 5 criteria"
"F3840",2023-01-12 00:20:17,"Tarik_S","NCT03283020","Yes","https://doi.org/10.1152/ajpgi.00137.2021","10.1152/ajpgi.00137.2021","Systematic Google search","Journal publication",NA,"NCT ID",2021-09-23,"Yes","No","Yes","Yes","Yes",4,"ctgov","2017-11-11","2018-04-01",NA,NA,"5; 4","Perrine_J; Tarik_S","Found by 2/2 reviewers, near-match vs. full match"
"F3841",2023-01-12 00:25:25,"Sofia_K","NCT02855905","Yes","https://doi.org/10.1038/s41598-021-82155-x","10.1038/s41598-021-82155-x","Linked at the registration","Journal publication",33510373,"NCT ID",2021-01-28,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2016-01-31","2017-05-31",NA,NA,"5","Perrine_J; Sofia_K","Found by 2/2 reviewers, matching all 5 criteria"
"F3842",2023-01-12 00:27:39,"Tarik_S","NCT01506804","Yes","https://doi.org/10.1186%2Fs13075-016-1002-5","10.1186/s13075-016-1002-5","Linked at the registration","Journal publication",27262892,"NCT ID",2016-06-04,"Yes","No","Yes","Yes","Yes",4,"ctgov","2010-11-30","2016-04-30",NA,NA,"4; 5","Tarik_S; Themis_P","Found by 2/2 reviewers, near-match vs. full match"
"F3843",2023-01-12 00:28:10,"Sofia_K","NCT02855905","Yes","https://doi.org/10.1007/s00421-021-04826-x","10.1007/s00421-021-04826-x","Linked at the registration","Journal publication",34655331,"NCT ID",2021-10-16,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2016-01-31","2017-05-31",NA,NA,"5","Perrine_J; Sofia_K","Found by 2/2 reviewers, matching all 5 criteria"
"F3844",2023-01-12 00:36:19,"Tarik_S","NCT03054701","Yes","https://doi.org/10.1002/ejp.1452","10.1002/ejp.1452","Systematic Google search","Journal publication",31392790,"NCT ID",2019-08-07,"Yes","No","Yes","Yes","Yes",4,"ctgov","2017-03-07","2017-06-01",NA,NA,"4;3","Tarik_S; Themis_P","Found by 2/2 reviewers, near-match"
"F3845",2023-01-12 00:44:13,"Tarik_S","NCT03333850","Yes","https://doi.org/10.1016/j.ejim.2019.08.019","10.1016/j.ejim.2019.08.019","Systematic Google search","Journal publication",31494019,"NCT ID",2019-09-04,"No","No","Yes","Yes","No",2,"ctgov","2017-11-08","2018-06-30",NA,NA,"2; 4","Tarik_S; Themis_P","Found by 2/2 reviewers, near-match vs. ineligible match"
"F3846",2023-01-12 00:45:02,"Sofia_K","NCT02542592","Yes","https://doi.org/10.1038/s41467-020-17565-y","10.1038/s41467-020-17565-y","Linked at the registration","Journal publication",32719355,"NCT ID",2020-07-27,"Yes","Yes","Yes","Yes","No",4,"ctgov","2015-09-30","2017-01-31",NA,NA,"4; 5","Perrine_J; Sofia_K","Found by 2/2 reviewers, near-match vs. full match"
"F3847",2023-01-12 00:53:03,"Sofia_K","NCT02282150","Yes","https://doi.org/10.1007/s12020-020-02507-x","10.1007/s12020-020-02507-x","Systematic Google search","Journal publication",33063273,"NCT ID",2020-10-15,"Yes","Yes","Yes","Yes","Yes",5,"ctgov","2016-10-31","2017-12-31",NA,NA,"5","Sofia_K; Themis_P","Found by 2/2 reviewers, matching all 5 criteria"
