"form_id","extraction_time","reviewer","trial_id","publication_found","publication_url","publication_doi","identification_step","publication_type","publication_pmid","typo_primary_id","publication_date","match_design","match_indication_population","match_intervention","match_comparator","match_any_outcome","n_matching_criteria","registry","start_date_recoded","completion_date_recoded","warning_cd_to_publication","warning_start_to_publication","n_match_agree","article_found_by","article_agreement_information","proj_id","eligibility","crossregistration_check","nct_id","eudract_id","main_id","reviewer_1","reviewer_2","has_publication","former_discrepancy","extraction_date_latest"
"F4223",2023-01-18,"Lars_S","NCT02913248","Yes","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6913660/","10.1080/20002297.2019.1694383","Linked at the registration","Journal publication","31893018","NCT ID",2019-12-09,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2016-10-31","2017-01-02",NA,NA,"5","Lars_S","Found by 1/2 reviewers, matching all 5 criteria",1508,"Eligible","Irrelevant intervention type","NCT02913248",NA,NA,NA,NA,NA,NA,NA
"F4224",2023-01-18,"Lars_S","NCT02913248","Yes","https://onlinelibrary.wiley.com/doi/10.1111/jre.12788","10.1111/jre.12788","Linked at the registration","Journal publication","32681659","NCT ID",2020-07-18,"Yes","Yes","Yes","Yes","No","4","ctgov","2016-10-31","2017-01-02",NA,NA,"4","Lars_S","Found by 1/2 reviewers, near-match",1508,"Eligible","Irrelevant intervention type","NCT02913248",NA,NA,NA,NA,NA,NA,NA
"F4226",2023-01-18,"Lars_S","NCT02989675","Yes","https://www.sciencedirect.com/science/article/pii/S2214109X20303880?via%3Dihub","10.1016/S2214-109X(20)30388-0","Linked at the registration","Journal publication","33038950","NCT ID",2020-10-08,"Yes","No","Yes","Yes","Yes","4","ctgov","2016-12-31","2019-01-22",NA,NA,"4","Lars_S","Found by 1/2 reviewers, near-match",1395,"Eligible","None found","NCT02989675",NA,NA,NA,NA,NA,NA,NA
"F4227",2023-01-18,"Lars_S","2015-005772-16","Yes","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6491470/","10.1038/s41598-019-43151-4","Linked at the registration","Journal publication","31040341","EudraCT ID",2019-04-30,"Yes","Yes","Yes","Yes","Yes","5","euctr","2017-02-24",NA,NA,NA,"5","Lars_S; Samruddhi_Y","Found by 2/2 reviewers, matching all 5 criteria",218,"Eligible","Automatically identified","NCT03046758","2015-005772-16",NA,NA,NA,NA,NA,NA
"F4228",2023-01-18,"Lars_S","NCT02743234","Yes","https://www.sciencedirect.com/science/article/pii/S0016508518354349?via%3Dihub","10.1053/j.gastro.2018.12.019","Linked at the registration","Journal publication","30610862","NCT ID",2019-01-02,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2016-04-30","2019-08-31","Publication date before completion date",NA,"5","Lars_S; Samruddhi_Y","Found by 2/2 reviewers, matching all 5 criteria",1787,"Cross-registration duplicate","Automatically identified","NCT02743234","2015-003004-24",NA,NA,NA,NA,NA,NA
"F4229",2023-01-18,"Lars_S","NCT02743234","Yes","https://journals.sagepub.com/doi/full/10.1177/17562848221078441?rfr_dat=cr_pub++0pubmed&url_ver=Z39.88-2003&rfr_id=ori%3Arid%3Acrossref.org","10.1177/17562848221078441","Linked at the registration","Journal publication","35463939","NCT ID",2022-04-18,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2016-04-30","2019-08-31",NA,NA,"5","Lars_S","Found by 1/2 reviewers, matching all 5 criteria",1787,"Cross-registration duplicate","Automatically identified","NCT02743234","2015-003004-24",NA,NA,NA,NA,NA,NA
"F4230",2023-01-18,"Lars_S","NCT01799447","Yes","https://bmcpregnancychildbirth.biomedcentral.com/articles/10.1186/s12884-017-1568-1","10.1186/s12884-017-1568-1","Linked at the registration","Journal publication","29141587","NCT ID",2017-11-15,"No","Yes","Yes","Yes","Yes","4","ctgov","2012-05-31","2016-12-31",NA,NA,"4","Lars_S; Samruddhi_Y","Found by 2/2 reviewers, near-match vs. ineligible match",1773,"Eligible","Irrelevant intervention type","NCT01799447",NA,NA,NA,NA,NA,NA,NA
"F4231",2023-01-18,"Lars_S","NCT01296230","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2011-02-28","2017-02-28",NA,NA,"NA",NA,"No publication, agreed by 2 reviewers",1024,"Eligible","Irrelevant intervention type","NCT01296230",NA,NA,NA,NA,NA,NA,NA
"F4232",2023-01-18,"Karely_L","NCT02047968","Yes","https://doi.org/10.1111/acps.12741","10.1111/acps.12741","Systematic Google search","Journal publication","28422269","NCT ID",2017-04-19,"Yes","Yes","Yes","No","Yes","4","ctgov","2014-02-28","2016-05-31",NA,NA,"5; 4","Karely_L; Maximilian_S","Found by 2/2 reviewers, near-match vs. full match",2135,"Eligible","Irrelevant intervention type","NCT02047968",NA,NA,NA,NA,NA,NA,NA
"F4233",2023-01-18,"Katarzyna_K","NCT02866708","Yes","https://doi.org/10.1038/s41393-018-0080-4","10.1038/s41393-018-0080-4","Systematic Google search","Journal publication","29497177","NCT ID",2018-03-01,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2016-07-01","2017-04-20",NA,NA,"5","Jan_Ole_H; Katarzyna_K","Found by 2/2 reviewers, matching all 5 criteria",1632,"Eligible","Irrelevant intervention type","NCT02866708",NA,NA,NA,NA,NA,NA,NA
"F4234",2023-01-18,"Karely_L","NCT02767284","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2016-06-30","2017-10-31",NA,NA,"NA",NA,"No publication, agreed by 2 reviewers",1753,"Eligible","Irrelevant intervention type","NCT02767284",NA,NA,NA,NA,NA,NA,NA
"F4235",2023-01-18,"Karely_L","NCT02142036","Yes","https://doi.org/10.1080/0284186x.2022.2098053","10.1080/0284186X.2022.2098053","Linked at the registration","Journal publication","35943168","NCT ID",2022-08-01,"Yes","Yes","Yes","No","Yes","4","ctgov","2014-05-31","2018-08-31",NA,NA,"4","Karely_L","Found by 1/2 reviewers, near-match",2375,"Eligible","Identified in manual search","NCT02142036","2013-001363-23",NA,NA,NA,NA,NA,NA
"F4236",2023-01-18,"Katarzyna_K","NCT01815411","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2016-05-31","2018-04-30",NA,NA,"NA",NA,"Not extracted by 2 reviewers",1814,"Eligible","Irrelevant intervention type","NCT01815411",NA,NA,NA,NA,NA,NA,NA
"F4237",2023-01-18,"Karely_L","NCT02142036","Yes","https://doi.org/10.1080/0284186X.2020.1742377","10.1080/0284186X.2020.1742377","Linked at the registration","Journal publication","32208873","NCT ID",2020-03-25,"No","Yes","Yes","No","Yes","3","ctgov","2014-05-31","2018-08-31",NA,NA,"5; 3","Karely_L; Maximilian_S","Found by 2/2 reviewers, near-match vs. full match",2375,"Eligible","Identified in manual search","NCT02142036","2013-001363-23",NA,NA,NA,NA,NA,NA
"F4238",2023-01-18,"Katarzyna_K","NCT02555046","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2015-10-31","2018-07-31",NA,NA,"NA",NA,"No publication, agreed by 2 reviewers",2439,"Eligible","Irrelevant intervention type","NCT02555046",NA,NA,NA,NA,NA,NA,NA
"F4239",2023-01-18,"Karely_L","NCT02142036","Yes","https://munin.uit.no/bitstream/handle/10037/17310/article.pdf;jsessionid=B5A217238C8F75D65E5DD9548639CF4A?sequence=2","10.1158/2326-6066.CIR-18-0777","Systematic Google search","Preprint","30804006","NCT ID",2019-02-25,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2014-05-31","2018-08-31",NA,NA,"5","Karely_L","Found by 1/2 reviewers, matching all 5 criteria",2375,"Eligible","Identified in manual search","NCT02142036","2013-001363-23",NA,NA,NA,NA,NA,NA
"F4240",2023-01-18,"Katarzyna_K","NCT02685618","Yes","https://doi.org/10.1016/j.ahj.2019.10.002","10.1016/j.ahj.2019.10.002","Linked at the registration","Journal publication","31710844","NCT ID",2019-10-21,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2016-02-29","2017-02-27",NA,NA,"5","Katarzyna_K; Perrine_J","Found by 2/2 reviewers, matching all 5 criteria",2157,"Cross-registration duplicate","Automatically identified","NCT02685618","2014-002998-11",NA,NA,NA,NA,NA,NA
"F4241",2023-01-18,"Katarzyna_K","NCT02685618","Yes","https://doi.org/10.1016/j.jcrc.2019.12.025","10.1016/j.jcrc.2019.12.025","Linked at the registration","Journal publication","31945586","NCT ID",2019-12-30,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2016-02-29","2017-02-27",NA,NA,"5","Katarzyna_K; Perrine_J","Found by 2/2 reviewers, matching all 5 criteria",2157,"Cross-registration duplicate","Automatically identified","NCT02685618","2014-002998-11",NA,NA,NA,NA,NA,NA
"F4242",2023-01-18,"Katarzyna_K","2016-004377-41","Yes","https://doi.org/10.1111/aas.13221","10.1111/aas.13221","Systematic Google search","Journal publication","30109702","EudraCT ID",2018-08-14,"Yes","Yes","Yes","Yes","Yes","5","euctr",NA,"2017-01-15",NA,NA,"5","Katarzyna_K; Perrine_J","Found by 2/2 reviewers, matching all 5 criteria",254,"Eligible","None found",NA,"2016-004377-41",NA,NA,NA,NA,NA,NA
"F4243",2023-01-18,"Katarzyna_K","2013-005201-31","Yes","https://doi.org/10.1111/aas.12898","10.1111/aas.12898","Linked at the registration","Journal publication","28444856","EudraCT ID",2017-04-25,"Yes","Yes","Yes","Yes","Yes","5","euctr","2016-02-09","2017-01-09",NA,NA,"5; 4","Katarzyna_K; Themis_P","Found by 2/2 reviewers, near-match vs. full match",105,"Eligible","None found",NA,"2013-005201-31",NA,NA,NA,NA,NA,NA
"F4244",2023-01-18,"Karely_L","NCT02645773","Yes","https://doi.org/10.1002/lsm.22707","10.1002/lsm.22707","Systematic Google search","Wiley Online Library","28815643","NCT ID",2017-08-16,"Yes","Yes","Yes","No","Yes","4","ctgov","2015-09-30","2016-01-31",NA,NA,"3; 4","Karely_L; Maximilian_S","Found by 2/2 reviewers, near-match vs. ineligible match",2234,"Eligible","Irrelevant intervention type","NCT02645773",NA,NA,NA,NA,NA,NA,NA
"F4245",2023-01-18,"Katarzyna_K","NCT01888419","Yes","https://doi.org/10.1016/j.bjps.2016.07.003","10.1016/j.bjps.2016.07.003","Systematic Google search","Journal publication","27470295","NCT ID",2016-07-12,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2014-10-31","2016-01-31",NA,NA,"5","Katarzyna_K","Found by 1/2 reviewers, matching all 5 criteria",1870,"Eligible","Irrelevant intervention type","NCT01888419",NA,NA,NA,NA,NA,NA,NA
"F4246",2023-01-18,"Lars_S","NCT02191631","Yes","https://www.jaacap.org/article/S0890-8567(16)31857-3/fulltext","10.1016/j.jaac.2016.09.515","Linked at the registration","Journal publication","27993223","NCT ID",2016-10-25,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2014-08-31","2016-12-31","Publication date before completion date",NA,"4; 5","Lars_S; Samruddhi_Y","Found by 2/2 reviewers, near-match vs. full match",416,"Eligible","Irrelevant intervention type","NCT02191631",NA,NA,NA,NA,NA,NA,NA
"F4247",2023-01-18,"Lars_S","NCT02191631","Yes","https://bmjopen.bmj.com/content/7/5/e015246.long","10.1136/bmjopen-2016-015246","Linked at the registration","Journal publication","28515196","NCT ID",2017-05-17,"Yes","Yes","Yes","Yes","No","4","ctgov","2014-08-31","2016-12-31",NA,NA,"4","Lars_S","Found by 1/2 reviewers, near-match",416,"Eligible","Irrelevant intervention type","NCT02191631",NA,NA,NA,NA,NA,NA,NA
"F4248",2023-01-18,"Lars_S","NCT02174666","Yes","https://academic.oup.com/ajcn/article/106/3/909/4822361?login=false","10.3945/ajcn.117.153353","Linked at the registration","Journal publication","28768651","NCT ID",2017-08-02,"Yes","No","No","Yes","Yes","3","ctgov","2014-06-30","2016-09-30",NA,NA,"5; 3","Lars_S; Samruddhi_Y","Found by 2/2 reviewers, near-match vs. full match",381,"Eligible","Irrelevant intervention type","NCT02174666",NA,NA,NA,NA,NA,NA,NA
"F4249",2023-01-18,"Lars_S","NCT01860651","Yes","https://journals.lww.com/jpgn/Fulltext/2017/11000/F_calprotectin_and_Blood_Markers_Correlate_to.14.aspx","10.1097/MPG.0000000000001540","Linked at the registration","Journal publication","28169974","NCT ID",2017-11-01,"Yes","Yes","No","Yes","No","3","ctgov","2013-09-30","2017-05-31",NA,NA,"3","Lars_S","Found by 1/2 reviewers, ineligible match",723,"Eligible","Irrelevant intervention type","NCT01860651",NA,NA,NA,NA,NA,NA,NA
"F4250",2023-01-18,"Lars_S","NCT02571309","Yes","https://erj-ersjournals-com.mime.uit.no/content/54/5/1900983.long","10.1183/13993003.00983-2019","PubMed search","Journal publication","31481605","NCT ID",2019-11-01,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2016-08-31","2019-02-28",NA,NA,"5","Lars_S; Samruddhi_Y","Found by 2/2 reviewers, matching all 5 criteria",2417,"Eligible","Irrelevant intervention type","NCT02571309",NA,NA,NA,NA,NA,NA,NA
"F4252",2023-01-18,"Lars_S","NCT02420236","Yes","https://onlinelibrary.wiley.com/doi/10.1111/sms.13091","10.1111/sms.13091","Linked at the registration","Journal publication","29603805","NCT ID",2018-04-24,"Yes","No","Yes","Yes","Yes","4","ctgov","2015-01-31","2017-03-15",NA,NA,"5; 4","Lars_S; Samruddhi_Y","Found by 2/2 reviewers, near-match vs. full match",2224,"Eligible","Irrelevant intervention type","NCT02420236",NA,NA,NA,NA,NA,NA,NA
"F4253",2023-01-18,"Lars_S","NCT03281447","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2016-02-26","2018-12-31",NA,NA,"NA",NA,"No publication, agreed by 2 reviewers",807,"Eligible","Irrelevant intervention type","NCT03281447",NA,NA,NA,NA,NA,NA,NA
"F4254",2023-01-18,"Lars_S","NCT03869359","Yes","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9828804/","10.1111/apt.17239","Linked at the registration","Journal publication","36173041","NCT ID",2022-09-29,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2018-10-01","2019-10-01",NA,NA,"5","Lars_S; Samruddhi_Y","Found by 2/2 reviewers, matching all 5 criteria",1055,"Eligible","Irrelevant intervention type","NCT03869359",NA,NA,NA,NA,NA,NA,NA
"F4255",2023-01-19,"Lars_S","NCT02640846","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2015-12-31","2019-01-31",NA,NA,"NA",NA,"No publication, agreed by 2 reviewers",2246,"Eligible","None found","NCT02640846",NA,NA,NA,NA,NA,NA,NA
"F4256",2023-01-19,"Katarzyna_K","NCT02586545","Yes","https://doi.org/10.1111/dme.13896","10.1111/dme.13896","Systematic Google search","Journal publication","30614066","NCT ID",2019-01-28,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2015-08-31","2018-12-31",NA,NA,"5","Katarzyna_K","Found by 1/2 reviewers, matching all 5 criteria",2354,"Eligible","Irrelevant intervention type","NCT02586545",NA,NA,NA,NA,NA,NA,NA
"F4258",2023-01-19,"Lars_S","NCT01295086","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2011-03-31","2018-01-31",NA,NA,"NA",NA,"No publication, agreed by 2 reviewers",1022,"Eligible","Identified in manual search","NCT01295086","2010-021016-41",NA,NA,NA,NA,NA,NA
"F4261",2023-01-19,"Lars_S","NCT03317652","Yes","https://physoc-onlinelibrary-wiley-com.mime.uit.no/doi/10.1113/JP275887","10.1113/JP275887","PubMed search","Journal publication","29917239","NCT ID",2018-07-04,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2017-11-03","2017-12-04",NA,NA,"5","Lars_S; Samruddhi_Y","Found by 2/2 reviewers, matching all 5 criteria",695,"Eligible","None found","NCT03317652",NA,NA,NA,NA,NA,NA,NA
"F4262",2023-01-19,"Lars_S","NCT04599582","Yes","https://actaorthop.org/actao/article/view/943/1095","10.1080/17453674.2021.1993606","PubMed search","Journal publication","34678118","NCT ID",2022-01-03,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2016-04-01","2019-05-31",NA,NA,"5","Lars_S; Samruddhi_Y","Found by 2/2 reviewers, matching all 5 criteria",574,"Eligible","Irrelevant intervention type","NCT04599582",NA,NA,NA,NA,NA,NA,NA
"F4263",2023-01-19,"Lars_S","NCT04599582","Yes","https://online-boneandjoint-org-uk.mime.uit.no/doi/epub/10.1302/0301-620X.104B5.BJJ-2021-1539.R1","10.1302/0301-620X.104B5.BJJ-2021-1539.R1","PubMed search","Journal publication","35491578","NCT ID",2022-05-01,"Yes","No","Yes","Yes","Yes","4","ctgov","2016-04-01","2019-05-31",NA,NA,"4","Lars_S","Found by 1/2 reviewers, near-match",574,"Eligible","Irrelevant intervention type","NCT04599582",NA,NA,NA,NA,NA,NA,NA
"F4264",2023-01-19,"Katarzyna_K","NCT01047462","Yes","https://doi.org/10.1001/jama.2015.12076","10.1001/jama.2015.12076","Linked at the registration","Journal publication","26441181","NCT ID",2015-10-06,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2010-01-31","2016-12-31","Publication date before completion date",NA,"5","Katarzyna_K; Perrine_J","Found by 2/2 reviewers, matching all 5 criteria",951,"Eligible","Irrelevant intervention type","NCT01047462",NA,NA,NA,NA,NA,NA,NA
"F4265",2023-01-19,"Lars_S","NCT02717910","Yes","https://www-sciencedirect-com.mime.uit.no/science/article/pii/S1386505618300911?via%3Dihub","10.1016/j.ijmedinf.2018.02.013","PubMed search","Journal publication","29602430","NCT ID",2018-03-15,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2016-03-31","2016-06-30",NA,NA,"5","Lars_S; Samruddhi_Y","Found by 2/2 reviewers, matching all 5 criteria",1826,"Eligible","Irrelevant intervention type","NCT02717910",NA,NA,NA,NA,NA,NA,NA
"F4266",2023-01-19,"Katarzyna_K","NCT01047462","Yes","https://doi.org/10.1002/bjs.10567","10.1002/bjs.10567","Linked at the registration","Journal publication","28631827","NCT ID",2017-06-20,"Yes","Yes","Yes","Yes","No","4","ctgov","2010-01-31","2016-12-31",NA,NA,"5; 4","Katarzyna_K; Perrine_J","Found by 2/2 reviewers, near-match vs. full match",951,"Eligible","Irrelevant intervention type","NCT01047462",NA,NA,NA,NA,NA,NA,NA
"F4267",2023-01-19,"Katarzyna_K","NCT01047462","Yes","https://doi.org/10.1001/jamasurg.2020.5618","10.1001/jamasurg.2020.5618","Linked at the registration","Journal publication","33355658","NCT ID",2021-02-01,"Yes","Yes","Yes","Yes","No","4","ctgov","2010-01-31","2016-12-31",NA,NA,"5; 4","Katarzyna_K; Perrine_J","Found by 2/2 reviewers, near-match vs. full match",951,"Eligible","Irrelevant intervention type","NCT01047462",NA,NA,NA,NA,NA,NA,NA
"F4268",2023-01-19,"Lars_S","NCT03034239","Yes","https://www.mdpi.com/2072-6643/10/3/335","10.3390/nu10030335","PubMed search","Journal publication","29534456","NCT ID",2018-03-10,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2017-03-20","2017-05-01",NA,NA,"5","Lars_S; Samruddhi_Y","Found by 2/2 reviewers, matching all 5 criteria",1323,"Eligible","Irrelevant intervention type","NCT03034239",NA,NA,NA,NA,NA,NA,NA
"F4269",2023-01-19,"Lars_S","2010-022715-19","Yes","https://www-nature-com.mime.uit.no/articles/s41598-019-48799-6","10.1038/s41598-019-48799-6","PubMed search","Journal publication","31444404","EudraCT ID",2019-08-23,"Yes","Yes","Yes","Yes","Yes","5","euctr",NA,"2016-07-27",NA,NA,"5","Lars_S; Samruddhi_Y","Found by 2/2 reviewers, matching all 5 criteria",23,"Eligible","None found",NA,"2010-022715-19",NA,NA,NA,NA,NA,NA
"F4270",2023-01-19,"Lars_S","2015-002239-16","Yes","https://jamanetwork-com.mime.uit.no/journals/jama/fullarticle/2724188","10.1001/jama.2018.22039","Linked at the registration","Journal publication","30747964","EudraCT ID",2019-02-12,"Yes","Yes","Yes","Yes","Yes","5","euctr","2015-12-01","2018-01-01",NA,NA,"0; 5","Lars_S; Samruddhi_Y","Found by 2/2 reviewers, near-match vs. full match",183,"Eligible","Automatically identified","NCT02571361","2015-002239-16",NA,NA,NA,NA,NA,NA
"F4271",2023-01-19,"Lars_S","2015-002239-16","Yes","https://onlinelibrary-wiley-com.mime.uit.no/doi/10.1111/aas.13496","10.1111/aas.13496","Linked at the registration","Journal publication","31648374","EudraCT ID",2019-11-16,"No","Yes","Yes","Yes","Yes","4","euctr","2015-12-01","2018-01-01",NA,NA,"4","Lars_S","Found by 1/2 reviewers, near-match",183,"Eligible","Automatically identified","NCT02571361","2015-002239-16",NA,NA,NA,NA,NA,NA
"F4272",2023-01-19,"Lars_S","2015-002239-16","Yes","https://onlinelibrary-wiley-com.mime.uit.no/doi/10.1111/aas.13597","10.1111/aas.13597","Linked at the registration","Journal publication","32270482","EudraCT ID",2020-04-23,"Yes","Yes","Yes","Yes","Yes","5","euctr","2015-12-01","2018-01-01",NA,NA,"5","Lars_S","Found by 1/2 reviewers, matching all 5 criteria",183,"Eligible","Automatically identified","NCT02571361","2015-002239-16",NA,NA,NA,NA,NA,NA
"F4273",2023-01-19,"Lars_S","2015-002239-16","Yes","https://onlinelibrary-wiley-com.mime.uit.no/doi/10.1111/aas.14175","10.1111/aas.14175","PubMed search","Journal publication","36428272","EudraCT ID",2022-12-09,"No","Yes","Yes","Yes","Yes","4","euctr","2015-12-01","2018-01-01",NA,NA,"4","Lars_S","Found by 1/2 reviewers, near-match",183,"Eligible","Automatically identified","NCT02571361","2015-002239-16",NA,NA,NA,NA,NA,NA
"F4274",2023-01-19,"Lars_S","2015-002239-16","Yes","https://www-degruyter-com.mime.uit.no/document/doi/10.1515/sjpain-2020-0141/html","10.1515/sjpain-2020-0141","PubMed search","Journal publication","34387964","EudraCT ID",2021-01-06,"Yes","Yes","Yes","Yes","Yes","5","euctr","2015-12-01","2018-01-01",NA,NA,"5","Lars_S","Found by 1/2 reviewers, matching all 5 criteria",183,"Eligible","Automatically identified","NCT02571361","2015-002239-16",NA,NA,NA,NA,NA,NA
"F4278",2023-01-19,"Lars_S","NCT03690128","Yes","https://www.sciencedirect.com/science/article/pii/S258975002200067X?via%3Dihub","10.1016/S2589-7500(22)00067-X","Linked at the registration","Journal publication","35599143","NCT ID",2022-05-19,"Yes","No","Yes","Yes","Yes","4","ctgov","2018-10-01","2019-10-31",NA,NA,"5; 4","Lars_S; Samruddhi_Y","Found by 2/2 reviewers, near-match vs. full match",1980,"Eligible","Irrelevant intervention type","NCT03690128",NA,NA,NA,NA,NA,NA,NA
"F4279",2023-01-19,"Lars_S","NCT02832596","Yes","https://onlinelibrary.wiley.com/doi/10.1111/aas.13710","10.1111/aas.13710","PubMed search","Journal publication","32965691","NCT ID",2020-10-05,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2016-10-31","2019-08-20",NA,NA,"5","Lars_S; Samruddhi_Y","Found by 2/2 reviewers, matching all 5 criteria",1666,"Eligible","None found","NCT02832596",NA,NA,NA,NA,NA,NA,NA
"F4280",2023-01-19,"Lars_S","2013-002249-13","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"EudraCT ID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Typo or wrong trial ID reviewed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F4281",2023-01-19,"Lars_S","NCT02663167","Yes","https://www.cambridge.org/core/journals/bjpsych-open/article/internetdelivered-cognitive-behavioural-therapy-for-young-children-with-obsessivecompulsive-disorder-development-and-initial-evaluation-of-the-bip-ocd-junior-programme/F6BA5EB6AE6A5EA537852D0B5AF70FBC","10.1192/bjo.2018.10","PubMed search","Journal publication","29971153","NCT ID",2018-04-18,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2016-01-31","2016-10-31",NA,NA,"5","Lars_S; Samruddhi_Y","Found by 2/2 reviewers, matching all 5 criteria",2201,"Eligible","Irrelevant intervention type","NCT02663167",NA,NA,NA,NA,NA,NA,NA
"F4282",2023-01-19,"Lars_S","NCT03576599","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2017-06-29","2019-06-26",NA,NA,"NA",NA,"No publication, agreed by 2 reviewers",2061,"Eligible","Identified in manual search","NCT03576599","2014-004318-27",NA,NA,NA,NA,NA,NA
"F4283",2023-01-19,"Lars_S","NCT01240707","Yes","https://onlinelibrary-wiley-com.mime.uit.no/doi/10.1111/aas.12962","10.1111/aas.12962","PubMed search","Journal publication","28832892","NCT ID",2017-08-17,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2010-11-30","2016-05-31",NA,NA,"5","Lars_S; Samruddhi_Y","Found by 2/2 reviewers, matching all 5 criteria",1001,"Eligible","Irrelevant intervention type","NCT01240707",NA,NA,NA,NA,NA,NA,NA
"F4284",2023-01-19,"Lars_S","NCT03147326","No, neither linked in the registry (search step 1) nor through the systematic Google searches (search steps 2-3)",NA,NA,NA,NA,NA,"NCT ID",NA,NA,NA,NA,NA,NA,NA,"ctgov","2012-10-31","2017-04-30",NA,NA,"NA",NA,"No publication, agreed by 2 reviewers",1041,"Eligible","Irrelevant intervention type","NCT03147326",NA,NA,NA,NA,NA,NA,NA
"F4285",2023-01-19,"Lars_S","NCT01735123","Yes","https://www.sciencedirect.com/science/article/pii/S0022347621007344?via%3Dihub","10.1016/j.jpeds.2021.07.042","Linked at the registration","Journal publication","34293372","NCT ID",2021-07-20,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2013-01-31","2016-08-31",NA,NA,"5","Lars_S; Natasha_O","Found by 2/2 reviewers, matching all 5 criteria",1587,"Eligible","Irrelevant intervention type","NCT01735123",NA,NA,NA,NA,NA,NA,NA
"F4286",2023-01-19,"Tarik_S","NCT03651791","Yes","https://doi.org/10.1155/2019/2754927","10.1155/2019/2754927","Linked at the registration","Journal publication","31814830","NCT ID",2019-11-14,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2013-05-31","2017-10-31",NA,NA,"5","Karolina_S; Tarik_S","Found by 2/2 reviewers, matching all 5 criteria",2025,"Eligible","None found","NCT03651791",NA,NA,NA,NA,NA,NA,NA
"F4287",2023-01-19,"Lars_S","NCT01735123","Yes","https://www.frontiersin.org/articles/10.3389/fnut.2022.859627/full","10.3389/fnut.2022.859627","Linked at the registration","Journal publication","35685890","NCT ID",2022-05-24,"Yes","Yes","Yes","Yes","Yes","5","ctgov","2013-01-31","2016-08-31",NA,NA,"5","Lars_S; Natasha_O","Found by 2/2 reviewers, matching all 5 criteria",1587,"Eligible","Irrelevant intervention type","NCT01735123",NA,NA,NA,NA,NA,NA,NA
"F4288",2023-01-19,"Tarik_S","NCT02573909","Yes","https://doi.org/10.1111/bcp.13971","10.1111/bcp.13971","Systematic Google search","Journal publication","29782641","NCT ID",2018-06-21,"Yes","No","Yes","Yes","Yes","4","ctgov","2015-01-31","2017-12-31",NA,NA,"4","Tarik_S","Found by 1/2 reviewers, near-match",2408,"Eligible","Identified in publication","NCT02573909","2014-004313-82",NA,NA,NA,NA,NA,NA
