"proj_id","primary_id","eligibility","registry","eudract_id","nct_id","crossregistration_check","short_title","lead_institution","has_results","trial_status_recoded","sponsor_status","phase","were_results_reported","study_first_submitted_date","start_date","completion_date","overall_status","enrollment","agency_classes","intervention_types_combined","max_end_date","long_title","trial_name"
1355,"NCT04111003","Eligible","ctgov",NA,"NCT04111003","Irrelevant intervention type","Fiber-reinforced Composite Core Filling in the Restoration of Endodontically Treated Molars - a Clinical Study.","University of Turku",NA,NA,NA,"Not Applicable",FALSE,2017-10-29,2012-12-11,2019-02-06,"Completed",20,"OTHER;INDUSTRY;OTHER_GOV","Procedure",NA,"Fiber-reinforced Composite Core Filling in the Restoration of Endodontically Treated Molars - a Clinical Study",NA
1356,"NCT03013296","Eligible","ctgov",NA,"NCT03013296","Irrelevant intervention type","Delinieation of GIP's Effects During a Meal in Humans Using GIP Receptor Antagonisation (GA-4)","Herlev and Gentofte Hospital",NA,NA,NA,"Not Applicable",FALSE,2017-01-03,2016-10-31,2018-09-30,"Completed",12,"OTHER;OTHER","Other",NA,"Delinieation of GIP's Effects During a Meal in Humans Using GIP Receptor Antagonisation (GA-4)",NA
1357,"NCT03013127","Eligible","ctgov","2016-001676-29","NCT03013127","Identified in manual search","A Study of Pembrolizumab in Patients With Relapsed Or Metastatic Osteosarcoma Not Eligible for Curative Surgery","Oslo University Hospital",NA,NA,NA,"Phase 2",FALSE,2017-01-04,2017-05-30,2019-01-31,"Terminated",12,"OTHER;NETWORK;INDUSTRY","Drug",NA,"PROMO: A Phase II Study of Pembrolizumab in Patients With Relapsed Or Metastatic Osteosarcoma Not Eligible for Curative Surgery",NA
1358,"NCT03012737","Eligible","ctgov",NA,"NCT03012737","Irrelevant intervention type","Palliation of Dyspnea With Mouth Piece Ventilation","Tampere University Hospital",NA,NA,NA,"Not Applicable",FALSE,2017-01-05,2017-01-01,2019-12-01,"Terminated",22,"OTHER","Device",NA,"Palliation of Dyspnea With Mouth Piece Ventilation",NA
1359,"NCT03011749","Eligible","ctgov",NA,"NCT03011749","Irrelevant intervention type","Value of FLT PET/CT in Radium-223 Therapy of mCRPC Patients","Copenhagen University Hospital",NA,NA,NA,"Not Applicable",FALSE,2017-01-04,2017-01-31,2018-02-28,"Terminated",6,"OTHER","Other",NA,"Value of FLT PET/CT in Radium-223 Therapy of Patients With Metastatic Castration-resistant Prostate Cancer",NA
1360,"NCT03011723","Eligible","ctgov",NA,"NCT03011723","Irrelevant intervention type","Tailored Music Therapy for Dementia","University of Bergen",NA,NA,NA,"Not Applicable",FALSE,2016-12-12,2017-01-31,2019-12-31,"Completed",11,"OTHER;UNKNOWN","Behavioral",NA,"Positive Emotions, Communication and Quality of Life in Dementia: A Tailored Music Therapy Intervention",NA
1361,"NCT01615224","Ineligible (withdrawn without enrollment)","ctgov","2011-001505-26","NCT01615224","Identified in manual search","Repeated Doses of Misoprostol for Medical Treatment of Missed Miscarriage","Karolinska Institutet",NA,NA,NA,"Phase 2/Phase 3",FALSE,2012-06-04,2012-05-31,2019-10-30,"Terminated",23,"OTHER","Drug",NA,"Repeated Doses of Misoprostol for Treatment of Missed Abortion",NA
1362,"NCT01616381","Ineligible institution","ctgov",NA,"NCT01616381","Ignore, ineligible","Sildenafil Versus Placebo in Chronic Heart Failure",NA,NA,NA,NA,"Phase 3",FALSE,2012-06-01,2013-03-31,2019-12-31,"Unknown status",75,"OTHER_GOV;INDUSTRY","Drug",NA,"Sildenafil in Heart Failure (SilHF); An Investigator Initiated Multinational Randomized Controlled Clinical Trial.",NA
1363,"NCT03009916","Eligible","ctgov",NA,"NCT03009916","None found","Bileacid Malabsorption and GLP-1 Secretion","Herlev and Gentofte Hospital",NA,NA,NA,"Phase 4",FALSE,2016-12-21,2016-03-31,2017-08-04,"Completed",24,"OTHER","Drug",NA,"Bileacid Malabsorption and GLP-1 Secretion",NA
1364,"NCT03009305","Eligible","ctgov",NA,"NCT03009305","Irrelevant intervention type","Cerebral Oximetry in Lower Body Negative Pressure","Oslo University Hospital",NA,NA,NA,"Not Applicable",FALSE,2015-10-26,2015-10-31,2017-03-31,"Completed",20,"OTHER","Other | Device",NA,"Cerebral Oxygen Saturation, Mean Systemic Filling Pressure and Haemodynamic Effects of PEP and CPAP in Lower Body Negative Pressure",NA
1365,"NCT04091230","Ineligible institution","ctgov",NA,"NCT04091230","Ignore, ineligible","New Biopsy Needle - Evaluation of Prostate Biopsy Quality",NA,NA,NA,NA,"Not Applicable",FALSE,2019-09-10,2019-09-10,2019-11-01,"Completed",20,"OTHER","Device",NA,"Prospective Patient Blinded Randomized Trial Comparing Biopsy Specimen Quality in a Novel Biopsy Needle and Actuator Compared to Todays Standard Tru Cut Needle and Actuator.",NA
1366,"NCT01618513","Eligible","ctgov",NA,"NCT01618513","None found","Treatment of Acromegaly With Somatostatin Analogs: GH vs. IGF-I as Primary Biochemical Target","Aarhus University",NA,NA,NA,"Phase 4",FALSE,2012-06-04,2012-06-30,2017-01-31,"Completed",84,"OTHER;OTHER;OTHER;OTHER;OTHER;OTHER","Drug",NA,"Treatment of Acromegaly With Somatostatin Analogs: GH vs. IGF-I as Primary Biochemical Target",NA
1367,"NCT04086667","Ineligible institution","ctgov",NA,"NCT04086667","Ignore, ineligible","What Determines a Positive Outcome of Spinal Manipulation for Persistent Low Back Pain: Stiffness or Pain Sensitivity? A Randomized Trial",NA,NA,NA,NA,"Not Applicable",FALSE,2019-09-04,2017-11-01,2019-03-01,"Completed",132,"OTHER;UNKNOWN;UNKNOWN;UNKNOWN","Other",NA,"What Determines a Positive Outcome of Spinal Manipulation for Persistent Low Back Pain: Stiffness or Pain Sensitivity? A Randomized Trial",NA
1368,"NCT03007563","Eligible","ctgov",NA,"NCT03007563","Irrelevant intervention type","Evaluation of a Smartphone Based Optical Diagnostic Tool for Neonatal Jaundice","St. Olav’s University Hospital",NA,NA,NA,"Not Applicable",FALSE,2016-12-20,2017-01-31,2019-03-15,"Completed",342,"OTHER;OTHER;OTHER","Device | Procedure",NA,"Evaluation of a Smartphone Based Optical Diagnostic Tool for Neonatal Jaundice",NA
1369,"NCT01619930","Eligible","ctgov",NA,"NCT01619930","Irrelevant intervention type","The Effects of Behavioral Activation and Physical Exercise on Depression","Umeå University",NA,NA,NA,"Not Applicable",FALSE,2012-06-12,2012-08-31,2018-05-31,"Unknown status",319,"OTHER","Behavioral",NA,"The Effects on Depression of Internet-administered Behavioural Activation and Physical Exercise With Treatment Rationale and Relapse Prevention: Study Protocol for a Randomised Controlled Trial",NA
1370,"NCT04079517","Eligible","ctgov","2014-005005-20","NCT04079517","Identified in publication","Karolinska Interventional Study of Mammograhic Density (Karisma-1)","Karolinska Institutet",NA,NA,NA,"Phase 1/Phase 2",FALSE,2019-09-03,2015-03-31,2016-03-31,"Completed",42,"OTHER","Drug",NA,"A Randomized, Open Pilot Study to Investigate the Mammographic Density Reduction on Healthy Women, Within the Karma Cohort, for Two Different Doses of Tamoxifen",NA
1371,"NCT04078958","Eligible","ctgov",NA,"NCT04078958","Irrelevant intervention type","Effects of Salmon Fishmeal Ex Vivo (FishMeal Ex Vivo)","University of Oslo",NA,NA,NA,"Not Applicable",FALSE,2019-08-29,2019-10-15,2019-11-07,"Completed",5,"OTHER","Dietary Supplement",NA,"Health Effects of Salmon Fish Meal - ex Vivo Study",NA
1372,"NCT04076878","Eligible","ctgov",NA,"NCT04076878","Irrelevant intervention type","Effects of Using the Electrodress Mollii on Spasticity","Danderyd Hospital",NA,NA,NA,"Not Applicable",FALSE,2019-07-31,2017-08-15,2019-02-01,"Completed",21,"OTHER","Device",NA,"Effects of Using the Electrodress Mollii to Reduce Spasticity and Enhance Functioning After Stroke.",NA
1373,"NCT03004677","Eligible","ctgov",NA,"NCT03004677","Irrelevant intervention type","Effect of Skin-to-skin Contact on Interaction and Parents' Sleep","Linkoeping University",NA,NA,NA,"Not Applicable",FALSE,2016-12-10,2017-01-31,2019-12-31,"Terminated",11,"OTHER_GOV","Behavioral | Other",NA,"Effect of Skin-to-skin Contact on Interaction and Parents' Sleep",NA
1374,"NCT01622205","Eligible","ctgov",NA,"NCT01622205","Irrelevant intervention type","GOThenburg Very Early Supported Discharged","Gothenburg University",NA,NA,NA,"Phase 2",FALSE,2012-05-24,2011-05-31,2017-12-31,"Unknown status",110,"OTHER","Other",NA,"Phase 2 Study of Very Early Supported Discharge From a Stroke Unit in",NA
1375,"NCT01622439","Eligible","ctgov",NA,"NCT01622439","None found","Valproate as First Line Therapy in Combination With Rituximab and CHOP in Diffuse Large B-cell Lymphoma","Skane University Hospital",NA,NA,NA,"Phase 1/Phase 2",FALSE,2012-06-12,2012-06-30,2018-03-31,"Completed",50,"OTHER;UNKNOWN","Drug",NA,"Valproate as First Line Therapy in Combination With Rituximab and CHOP in Diffuse Large B-cell Lymphoma",NA
1376,"NCT03003975","Eligible","ctgov",NA,"NCT03003975","Irrelevant intervention type","Single Versus Double Cryoballoon Ablation for Pulmonary Vein Isolation in Patients With Atrial Fibrillation","Uppsala Academic Hospital",NA,NA,NA,"Not Applicable",FALSE,2016-12-09,2014-11-30,2017-03-31,"Completed",140,"OTHER","Device",NA,"Efficacy of Single Versus Double Cryoballoon Ablation for Pulmonary Vein Isolation in Patients With Atrial Fibrillation (SD-Cryo-AF): A Randomized Study",NA
1377,"NCT04064203","Eligible","ctgov",NA,"NCT04064203","Irrelevant intervention type","The Effect of Insulin-induced Hypoglycaemia on Gut-derived Glucagon Secretion (Px-Hypo)","Herlev and Gentofte Hospital",NA,NA,NA,"Not Applicable",FALSE,2019-08-16,2017-07-05,2018-09-20,"Completed",24,"OTHER;OTHER","Other",NA,"The Effect of Insulin-induced Hypoglycaemia on Gut-derived Glucagon Secretion",NA
1378,"NCT03001245","Ineligible institution","ctgov",NA,"NCT03001245","Ignore, ineligible","Interpersonal Counseling (IPC) for Treatment of Depression in Adolescents",NA,NA,NA,NA,"Not Applicable",FALSE,2016-12-20,2016-09-30,2018-12-31,"Unknown status",120,"OTHER;UNKNOWN;OTHER_GOV;UNKNOWN","Behavioral",NA,"Interpersonal Counseling (IPC) for Treatment of Depression in Adolescents: Implementation and Effectiveness Study in School Health Care",NA
1379,"NCT03000972","Eligible","ctgov",NA,"NCT03000972","Irrelevant intervention type","PFN-A Augmentation for Intertrochanteric Femoral Fractures","Uppsala University",NA,NA,NA,"Not Applicable",FALSE,2016-11-10,2014-01-31,2017-10-31,"Completed",20,"OTHER","Procedure",NA,"PFN-A Intramedullary Nail and Intertrochanteric Hip Fracture. Augmentation of the Femoral Head Assessed by PET-CT (Positron Emission Tomography - Computed Tomography)- a Randomized Trial",NA
1380,"NCT04061473","Eligible","ctgov",NA,"NCT04061473","None found","Involvement of Dipeptidyl Peptidase-4 and Sodium-glucose Co-transporter-2 in Extrapancreatic Glucagon Secretion","Herlev and Gentofte Hospital",NA,NA,NA,"Not Applicable",FALSE,2019-08-15,2019-04-02,2019-08-20,"Completed",20,"OTHER","Drug | Other",NA,"Involvement of Dipeptidyl Peptidase-4 and Sodium-glucose Co-transporter-2 in Extrapancreatic Glucagon Secretion",NA
1381,"NCT03001154","Ineligible institution","ctgov",NA,"NCT03001154","Ignore, ineligible","Virtual Reality Exposure Therapy for Speech Anxiety Using Commercial Hardware and Software",NA,NA,NA,NA,"Not Applicable",FALSE,2016-12-20,2017-01-01,2018-06-30,"Completed",50,"OTHER","Behavioral | Other",NA,"Virtual Reality Exposure Therapy for Speech Anxiety Using Commercial Hardware and Software",NA
1382,"NCT01624012","Eligible","ctgov",NA,"NCT01624012","Irrelevant intervention type","Non-invasive Ventilation With Neurally Adjusted Ventilatory Assist Versus Nasal Continuous Airway Pressure in Premature Infants","University of Oulu",NA,NA,NA,"Not Applicable",FALSE,2012-06-04,2011-08-31,2016-05-31,"Completed",40,"OTHER","Device",NA,"Non-invasive Ventilation With Neurally Adjusted Ventilatory Assist (NIV NAVA) Versus Nasal Continuous Airway Pressure (NCPAP) in Premature Infants",NA
1383,"NCT03000062","Eligible","ctgov",NA,"NCT03000062","Irrelevant intervention type","Treatment of Overweight in General Practice","University of Oslo",NA,NA,NA,"Not Applicable",FALSE,2016-12-13,2017-01-31,2019-12-31,"Completed",23,"OTHER","Behavioral",NA,"Treatment of Overweight in General Practice",NA
1384,"NCT02999997","Eligible","ctgov",NA,"NCT02999997","Irrelevant intervention type","Evaluation of Ronnie Gardiner Method in Individuals With Parkinson's Disease","Linkoeping University Hospital",NA,NA,NA,"Not Applicable",FALSE,2016-12-10,2017-01-31,2018-05-31,"Completed",51,"OTHER","Behavioral",NA,"Randomized Controlled Trial to Evaluate the Rhythm and Music Based Rehabilitation Method the Ronnie Gardiner Method Regarding Dual-task in Individuals With Parkinson's Disease",NA
1385,"NCT04057755","Eligible","ctgov","2016-000375-25","NCT04057755","Automatically identified","Botulinum Toxin A as a Treatment for Provoked Vestibulodynia","Karolinska Institutet; Danderyd Hospital",NA,NA,NA,"Phase 3",FALSE,2018-03-06,2016-05-15,2019-06-15,"Completed",90,"OTHER","Drug",NA,"Double Blind Placebo-controlled RCT of the Efficacy and Safety of Intramuscular Injections of Botulinum Toxin A as a Treatment for Provoked Vestibulodynia",NA
1386,"NCT01625026","Eligible","ctgov","2011-000813-37","NCT01625026","Identified in manual search","Obeticholic Acid in Bariatric and Gallstone Disease","Sahlgrenska University Hospital",NA,NA,NA,"Phase 2",FALSE,2012-06-19,2013-09-30,2016-04-30,"Completed",40,"OTHER;OTHER","Drug",NA,"Effects of Obeticholic Acid on Hepatic Fatty Acid/Triglyceride Metabolism and Hepatobiliary Detoxification/Elimination in Morbidly Obese and Gallstone Patients",NA
1387,"NCT02998008","Eligible","ctgov",NA,"NCT02998008","Irrelevant intervention type","Effects of Acute High Intensity Exercise Training on Cardiac Function in Type II Diabetes","Norwegian University of Science and Technology",NA,NA,NA,"Not Applicable",FALSE,2016-12-16,2017-01-02,2018-03-31,"Terminated",14,"OTHER;OTHER;OTHER","Behavioral",NA,"Effects of Acute High Intensity Exercise Training on Cardiac Function in Type II Diabetes",NA
1388,"NCT02996201","Eligible","ctgov",NA,"NCT02996201","Irrelevant intervention type","Electronic Patient Reporting of Side Effects to Chemotherapy: A Cluster Randomized Controlled Trial","Copenhagen University Hospital",NA,NA,NA,"Not Applicable",FALSE,2016-11-04,2015-11-30,2017-01-31,"Completed",700,"OTHER;OTHER","Other",NA,"Electronic Patient Reporting of Side Effects to Chemotherapy Among Breast Cancer Patients Using the Patient-Reported Outcomes Version of Common Terminology Criteria for Adverse Events (PRO-CTCAE): A Cluster Randomized Controlled Trial",NA
1389,"NCT04048928","Eligible","ctgov",NA,"NCT04048928","Irrelevant intervention type","Maximal Strength Training in High-level Female Football Players","UiT The Arctic University of Norway",NA,NA,NA,"Not Applicable",FALSE,2019-07-30,2018-02-10,2018-04-11,"Completed",46,"OTHER","Behavioral",NA,"Improvements in Maximal Strength Are Not Associated With Improvements in Sprint Time or Jump Height in High-level Female Football Players: A Cluster-randomized Controlled Trial",NA
1390,"NCT02994173","Ineligible end date","ctgov","2016-002887-14","NCT02994173","Identified in publication","Dose-response of Ketamine in Patient Controlled Analgesia in Orthopaedic Surgery Patients","Turku University Hospital",NA,NA,NA,"Phase 4",FALSE,2016-11-03,2017-02-01,2019-12-05,"Completed",100,"OTHER_GOV;OTHER;OTHER","Drug",NA,"Dose Response Study of Patient Controlled Analgesia (PCA) of S-ketamine in Orthopaedic Spine Surgery Patients",NA
1391,"NCT02993640","Eligible","ctgov",NA,"NCT02993640","None found","Optimization of Hepatic Hemodynamics During Liver Surgery","Sahlgrenska University Hospital",NA,NA,NA,"Early Phase 1",FALSE,2016-12-12,2016-09-30,2017-03-20,"Completed",13,"OTHER","Drug",NA,"Effects of Vasopressin and Nitroglycerine in Combination on Splanchnic Blood Flow, and on Hepatic and Portal Venous Pressures in Liver Resection",NA
1392,"NCT02993484","Eligible","ctgov",NA,"NCT02993484","None found","The Role of Mitochondrial Respiration in the Cardioprotective Capacity of IPC in Diabetic and Non-diabetic Patients","Aarhus University",NA,NA,NA,"Not Applicable",FALSE,2016-12-08,2016-12-31,2019-02-01,"Completed",39,"OTHER","Drug | Biological | Other",NA,"The Role of Mitochondrial Respiration in the Cardioprotective Capacity of IPC in Diabetic and Non-diabetic Patients",NA
1393,"NCT02991209","Cross-registration duplicate","ctgov","2015-001452-30","NCT02991209","Automatically identified","Study of Testosterone vs Placebo in Testicular Cancer Survivors","Copenhagen University Hospital",NA,NA,NA,"Phase 2/Phase 3",FALSE,2016-11-25,2016-11-30,2019-06-30,"Completed",69,"OTHER","Drug",NA,"A Randomized Double-blind Study of Testosterone Replacement Therapy or Placebo in Testicular Cancer Survivors With Mild Leydig Cell Insufficiency (Einstein-intervention)",NA
1394,"NCT02990052","Eligible","ctgov",NA,"NCT02990052","Irrelevant intervention type","Conservative Treatment vs. Volar Plating of Distal Radius Fractures","University of Oulu",NA,NA,NA,"Not Applicable",FALSE,2016-11-07,2008-11-30,2016-01-31,"Completed",80,"OTHER","Procedure",NA,"Conservative Treatment vs. Volar Plating of Distal Radius Fractures in Patients Aged Over 50 Years Old: A Prospective Randomized Trial",NA
1395,"NCT02989675","Eligible","ctgov",NA,"NCT02989675","None found","SugarFACT - Sugar Requirements For African Children Trial","Karolinska Institutet",NA,NA,NA,"Not Applicable",FALSE,2016-12-05,2016-12-31,2019-01-22,"Terminated",410,"OTHER;OTHER","Drug",NA,"SugarFACT - Sugar Requirements For African Children Trial",NA
1396,"NCT02989428","Eligible","ctgov",NA,"NCT02989428","Irrelevant intervention type","Effect of Parathyroidectomy on Cardiovascular Health","Aarhus University",NA,NA,NA,"Not Applicable",FALSE,2016-12-02,2017-02-03,2018-09-01,"Completed",69,"OTHER","Procedure",NA,"Cardiovascular Health in Patients With Primary Hyperparathyroidism: Effect of Parathyroidectomy on Cardiovascular Health: A Randomized Controlled Trial",NA
1397,"NCT02989181","Ineligible institution","ctgov",NA,"NCT02989181","Ignore, ineligible","Continues Positive Airway Pressure Treatment for Patients With Dilated Cardiomyopathy and Obstructive Sleep Apnea",NA,NA,NA,NA,"Phase 3",FALSE,2016-09-09,2014-11-30,2019-12-31,"Unknown status",44,"OTHER","Device",NA,"Impact of Continues Positive Airway Pressure Treatment in Patients With Dilated Cardiomyopathy and Obstructive Sleep Apnea (RIDA)",NA
1398,"NCT02987439","Eligible","ctgov",NA,"NCT02987439","Irrelevant intervention type","COPD-EXA-REHAB. Early Pulmonary Rehabilitation of Patients With Acute Exacerbation of COPD","Herlev and Gentofte Hospital",NA,NA,NA,"Not Applicable",FALSE,2016-12-06,2013-11-30,2018-12-31,"Completed",150,"OTHER","Other",NA,"COPD-EXA-REHAB. Early Pulmonary Rehabilitation of Patients With Acute Exacerbation of COPD",NA
1399,"NCT02987101","Eligible","ctgov",NA,"NCT02987101","None found","Treatment of Chronic Leg Ulcers With Autologous Stromal Vascular Fraction","Odense University Hospital",NA,NA,NA,"Not Applicable",FALSE,2016-11-24,2016-11-30,2018-06-30,"Unknown status",30,"OTHER","Procedure | Other | Drug",NA,"Treatment of Chronic Leg Ulcers With Autologous Stromal Vascular Fraction",NA
1400,"NCT02986607","Eligible","ctgov",NA,"NCT02986607","None found","Corticosteroid Rhythms in Hypoparathyroid Patients","University of Bergen",NA,NA,NA,"Early Phase 1",FALSE,2016-12-05,2016-03-31,2018-06-30,"Unknown status",30,"OTHER;OTHER","Drug",NA,"Corticosteroid Rhythms in Hypoparathyroid Patients",NA
1401,"NCT04043065","Eligible","ctgov",NA,"NCT04043065","None found","Liver-enriched Antimicrobial Peptide 2","Herlev and Gentofte Hospital",NA,NA,NA,"Early Phase 1",FALSE,2019-07-30,2019-01-28,2019-05-20,"Completed",10,"OTHER;UNKNOWN","Biological | Other",NA,"A Leap to Understand Glucoregulatory Effects of Liver-enriched Antimicrobial Peptide 2 (LEAP-2)",NA
1402,"NCT02985047","Ineligible institution","ctgov",NA,"NCT02985047","Ignore, ineligible","Brief Admission Skane: Replacing General Admission for Individuals With Self-harm and Acute Risk of Suicide",NA,NA,NA,NA,"Not Applicable",FALSE,2016-11-25,2015-09-01,2018-08-10,"Completed",125,"OTHER;OTHER;OTHER","Other",NA,"Brief Admission Skane: Can Brief Admission Replace General Admission for Individuals With Self-harm and Acute Risk of Suicide",NA
1403,"NCT02984527","Eligible","ctgov",NA,"NCT02984527","Irrelevant intervention type","Traditional Bed Baths Versus Disposable Wet Wipes","University of Southern Denmark",NA,NA,NA,"Not Applicable",FALSE,2016-11-29,2016-10-31,2018-02-28,"Completed",72,"OTHER;OTHER","Device",NA,"Comparison of Skin Swaps From Traditional Bed Baths Versus Disposable Wet Wipes",NA
1404,"NCT02984670","Ineligible institution","ctgov",NA,"NCT02984670","Ignore, ineligible","Cognitive Behavior Therapy for Insomnia: Analysis of Components, Mediators and Moderators",NA,NA,NA,NA,"Not Applicable",FALSE,2016-11-21,2016-08-31,2017-11-30,"Completed",219,"OTHER","Behavioral",NA,"Cognitive Behavior Therapy for Insomnia: Analysis of Components, Mediators and Moderators",NA
1405,"NCT02984514","Eligible","ctgov",NA,"NCT02984514","Irrelevant intervention type","Brown Adipose Tissue in Type 1 Diabetes","Uppsala Academic Hospital",NA,NA,NA,"Not Applicable",FALSE,2016-11-30,2015-10-31,2018-06-30,"Completed",11,"OTHER","Radiation",NA,"Studies of Activity of Brown Adipose Tissue With Positron Emission Tomography Using the Tracer 18F-deoxy Glucose in Patients With Type 1 Diabetes",NA
1406,"NCT02983890","Eligible","ctgov",NA,"NCT02983890","None found","Dicloxacillin: Clinical Relevance of Drug-drug Interactions by Induction of Drug Metabolism.","Odense University Hospital",NA,NA,NA,"Phase 1",FALSE,2016-11-30,2016-10-06,2017-10-01,"Completed",12,"OTHER","Drug",NA,"Dicloxacillin: Clinical Relevance of Drug-drug Interactions by Induction of Drug Metabolizing Enzymes.",NA
1407,"NCT02983526","Eligible","ctgov",NA,"NCT02983526","Irrelevant intervention type","Randomized Controlled Study Comparing a Short Stem Hip Prosthesis With a Stem of Standard Length","Sahlgrenska University Hospital",NA,NA,NA,"Not Applicable",FALSE,2016-12-02,2011-11-30,2016-11-30,"Completed",80,"OTHER","Device",NA,NA,NA
1408,"NCT02983136","Ineligible institution","ctgov",NA,"NCT02983136","Ignore, ineligible","Safe Hands at the Sharp End- Implementing Aseptic Technique in the Operating Room",NA,NA,NA,NA,"Not Applicable",FALSE,2016-11-28,2015-05-31,2018-01-31,"Completed",12,"OTHER;UNKNOWN;UNKNOWN","Behavioral",NA,"Safe Hands at the Sharp End- Implementing Aseptic Technique in the Operating Room, A Prospective Controlled Study With an Embedded Process Evaluation",NA
1409,"NCT02982408","Eligible","ctgov",NA,"NCT02982408","Irrelevant intervention type","Impact of Overfeeding and Following Exercise Training in Individuals With and Without Increased Risk of Type 2 Diabetes","Copenhagen University Hospital",NA,NA,NA,"Not Applicable",FALSE,2016-08-23,2016-08-31,2019-03-31,"Completed",48,"OTHER;INDUSTRY;OTHER","Dietary Supplement | Behavioral",NA,"Can Exercise Training Revert and/or Minimize the Deleterious Cardiometabolic Effects of Carbohydrate Overfeeding in Individuals With and Without Increased Risk of Type 2 Diabetes?",NA
1410,"NCT04040855","Ineligible institution","ctgov",NA,"NCT04040855","Ignore, ineligible","Medication Reviews in Elderly in Primary Care",NA,NA,NA,NA,"Not Applicable",FALSE,2019-07-29,2011-09-01,2019-03-31,"Completed",369,"OTHER","Other",NA,"The Impact of Medication Reviews Conducted in Primary Care on Hospital Admissions and Mortality - a Randomized Controlled Trial",NA
1411,"NCT02981563","Eligible","ctgov",NA,"NCT02981563","Irrelevant intervention type","Time Together: A Multi-site Nursing Intervention Project Using a Single System Experimental Design","Umeå University",NA,NA,NA,"Not Applicable",FALSE,2016-12-01,2017-01-31,2017-11-30,"Unknown status",3,"OTHER","Other",NA,NA,NA
1412,"NCT02980718","Eligible","ctgov",NA,"NCT02980718","Irrelevant intervention type","Does Olfactory Training Improve Olfaction in a Population With Normal Sense of Smell?","St. Olav’s University Hospital",NA,NA,NA,"Not Applicable",FALSE,2016-11-30,2016-12-31,2019-12-01,"Completed",200,"OTHER;OTHER","Behavioral",NA,"Does Olfactory Training Improve Olfaction in a Population With Normosmia and How is Their Self Assessment of Sense of Smell?",NA
1413,"NCT02979457","Eligible","ctgov",NA,"NCT02979457","Irrelevant intervention type","Degree of Worry as a Predictor for Utilization of Acute Health Care","University of Southern Denmark",NA,NA,NA,"Not Applicable",FALSE,2016-10-21,2017-01-24,2018-05-01,"Completed",11340,"OTHER;OTHER_GOV","Behavioral",NA,"Early Patient Involvement in Out-of-hours Health Care",NA
1414,"NCT02979158","Eligible","ctgov",NA,"NCT02979158","Irrelevant intervention type","Preoperative Dual Antiplatelet Therapy: Platelet Function and Influence of Cardiopulmonary Bypass","Umeå University",NA,NA,NA,"Not Applicable",FALSE,2016-11-21,2016-11-30,2018-01-24,"Completed",60,"OTHER;INDUSTRY","Procedure",NA,"Influence of Cardiopulmonary Bypass on Platelet Function in Patients With Preoperative Dual Antiplatelet Therapy:",NA
1415,"NCT02978963","Eligible","ctgov",NA,"NCT02978963","Irrelevant intervention type","CBT for Adolescents With Excessive Worry","Karolinska Institutet",NA,NA,NA,"Not Applicable",FALSE,2016-11-13,2016-10-31,2017-10-31,"Completed",12,"OTHER;OTHER_GOV","Behavioral",NA,"Cognitive Behavioral Therapy for Adolescents With Excessive Worry - a Case Series",NA
1416,"NCT02977975","Eligible","ctgov",NA,"NCT02977975","Irrelevant intervention type","Lacto-fermented Sauerkraut in the Treatment of Irritable Bowel Syndrome","University of Copenhagen",NA,NA,NA,"Not Applicable",FALSE,2016-11-26,2016-09-30,2017-03-31,"Completed",70,"OTHER","Other",NA,"A Randomized Controlled Clinical Trial to Investigate the Efficacy of Traditionally Fermented Sauerkraut in the Treatment of Irritable Bowel Syndrome",NA
1417,"NCT02978053","Eligible","ctgov",NA,"NCT02978053","Irrelevant intervention type","Light Treatment to Shift-working Nurses","University of Bergen",NA,NA,NA,"Not Applicable",FALSE,2016-11-25,2016-11-30,2019-06-30,"Completed",35,"OTHER","Behavioral",NA,"The Effects of Bright Light on Adaptation to Night Work Among Nurses",NA
1418,"NCT01630681","Eligible","ctgov",NA,"NCT01630681","Irrelevant intervention type","Internet Based Screening and Stepped Care for Cancer Patients With Anxiety and Depression Symptoms","Uppsala University",NA,NA,NA,"Not Applicable",FALSE,2012-05-29,2013-04-30,2016-12-31,"Completed",229,"OTHER","Behavioral",NA,"Uppsala University Psychosocial Care Programme: Internet Based Screening and Stepped Care for Adult Cancer Patients With Anxiety and Depression Symptoms - A Randomized Controlled Trial",NA
1419,"NCT04038177","Eligible","ctgov",NA,"NCT04038177","Irrelevant intervention type","Superset Strength Training for Time-efficiency","Norwegian University of Science and Technology",NA,NA,NA,"Not Applicable",FALSE,2019-07-18,2019-08-05,2019-12-20,"Completed",30,"OTHER","Behavioral",NA,"Superset Strength Training for Time-efficiency - A Randomized Controlled Pilot Study",NA
1420,"NCT02975791","Eligible","ctgov",NA,"NCT02975791","Irrelevant intervention type","Ultrasonography Versus Palpation for Identification of the Cricothyroid Membrane","Copenhagen University Hospital",NA,NA,NA,"Not Applicable",FALSE,2016-11-20,2016-11-30,2017-02-28,"Unknown status",40,"OTHER","Other | Procedure",NA,"Ultrasonography Versus Palpation for Identification of the Cricothyroid Membrane",NA
