"proj_id","primary_id","eudract_id","nct_id","eligibility_final","lead_institution","crossreg_final","crossreg_manual_extractor","has_publication","publication_doi","publication_pmid","publication_url","publication_date","identification_step","publication_type","is_prospective","has_summary_results","summary_results_date","registration_date","start_date","completion_date","completion_year","primary_completion_date","primary_completion_year","recruitment_status","phase","enrollment","is_multicentric","is_multinational","main_sponsor","is_controlled","is_randomised","masking","center_size"
"1509","NCT02911766",NA,"NCT02911766","Eligible","University of Oslo","None found","Cathrine","Yes","10.1186/s12903-017-0400-7","28821290","https://doi.org/10.1186/s12903-017-0400-7","2017-08-18","Linked at the registration","Journal publication","Yes","No",NA,"2016-09-09","2016-11-30","2016-12-31","2016","2016-11-30","2016","Unknown status","Phase 4",59,"No",NA,"Only non-industry","Yes","Yes","No","small"
"1507","NCT02913235",NA,"NCT02913235","Eligible","University of Copenhagen","Irrelevant intervention type",NA,"Yes","10.1177/2380084417723625","29662960","doi.org/10.1177/2380084417723625","2017-07-31","Linked at the registration","Journal publication","Yes","No",NA,"2016-09-20","2016-09-30","2017-01-02","2017","2017-01-02","2017","Completed","Not Applicable",30,"Yes",NA,"Only non-industry","No","No","Yes","large"
"1508","NCT02913248",NA,"NCT02913248","Eligible","University of Copenhagen","Irrelevant intervention type",NA,"Yes","10.1002/jper.17-0377","2.9520798E7","https://doi.org/10.1002/jper.17-0377","2018-02-19","Systematic Google search","Journal publication","Yes","No",NA,"2016-09-20","2016-10-31","2017-01-02","2017","2017-01-02","2017","Completed","Not Applicable",30,"No",NA,"Only non-industry","No","No","Yes","large"
"1506","NCT02914093",NA,"NCT02914093","Eligible","Hvidovre and Amager Hospital","Irrelevant intervention type",NA,"No",NA,NA,NA,NA,NA,NA,"Yes","No",NA,"2016-07-19","2016-09-30","2018-08-31","2018","2018-05-31","2018","Terminated","Not Applicable",3,"No",NA,"Only non-industry","No","No","Yes","large"
"212","2015-005507-89","2015-005507-89","NCT02914652","Eligible","Aarhus University","Automatically identified","Cathrine A","Yes","10.1016/j.ijcard.2018.06.097","30454724","https://doi.org/10.1016/j.ijcard.2018.06.097","2018-06-25","Linked at the registration","Journal publication","Yes","Yes","2021-02-26","2016-06-09","2016-07-01","2017-12-11","2017","2017-12-11","2017","Any Completed, none Prematurely Ended","4",96,"No","No","Only non-industry","Yes","Yes","No","large"
"1503","NCT02914652","2015-005507-89","NCT02914652","Cross-registration duplicate","Aarhus University","Automatically identified","Cathrine","Yes","10.1136/bmjsem-2018-000397","3.0233808E7","https://doi.org/10.1136/bmjsem-2018-000397","2018-08-30","Linked at the registration","Journal publication","Yes","No",NA,"2016-09-20","2016-10-15","2018-01-01","2018","2017-07-01","2017","Completed","Phase 4",96,"No",NA,"Only non-industry","Yes","Yes","No","large"
"1504","NCT02914678",NA,"NCT02914678","Eligible","Aarhus University","Irrelevant intervention type",NA,"Yes","10.1186/s13049-019-0588-4","30732618","https://doi.org/10.1186/s13049-019-0588-4","2019-02-07","Linked at the registration","Journal publication","Yes","No",NA,"2016-09-12","2016-10-31","2017-10-31","2017","2017-10-31","2017","Completed","Not Applicable",7093,"Yes",NA,"Only non-industry","Yes","Yes","Yes","large"
"158","2015-000335-32","2015-000335-32","NCT02914691","Eligible","Steno Diabetes Center Copenhagen","Identified in publication","Cathrine A","No",NA,NA,NA,NA,NA,NA,"Yes","Yes","2021-12-13","2015-05-20","2015-06-01","2017-08-29","2017","2017-08-29","2017","Any Completed, none Prematurely Ended","4",40,"No","No","Only non-industry","Yes","Yes","No","small"
"1505","NCT02914691","2015-000335-32","NCT02914691","Cross-registration duplicate","Steno Diabetes Center Copenhagen","Identified in publication","Cathrine A","No",NA,NA,NA,NA,NA,NA,"No","No",NA,"2016-09-09","2015-08-31","2017-07-05","2017","2017-07-05","2017","Completed","Phase 4",40,"No",NA,"Only non-industry","Yes","Yes","No","small"
"1501","NCT02915900",NA,"NCT02915900","Eligible","Oslo University Hospital","Irrelevant intervention type",NA,"No",NA,NA,NA,NA,NA,NA,"No","No",NA,"2016-09-21","2014-10-31","2017-07-31","2017","2016-12-31","2016","Completed","Not Applicable",196,"No",NA,"Only non-industry","Yes","Yes","No","large"
"1500","NCT02916615",NA,"NCT02916615","Eligible","Karolinska Institutet","Irrelevant intervention type",NA,"Yes","10.1093/ajcn/nqaa024","32091599","https://doi.org/10.1093/ajcn/nqaa024","2020-04-01","Linked at the registration","Journal publication","No","No",NA,"2016-09-26","2016-01-31","2019-01-30","2019","2019-01-30","2019","Completed","Not Applicable",225,"No",NA,"Only non-industry","Yes","Yes","No","large"
"1499","NCT02916849",NA,"NCT02916849","Eligible","Umeå University","Irrelevant intervention type",NA,"Yes","10.1186/s12877-020-01592-x","32539711","https://bmcgeriatr.biomedcentral.com/articles/10.1186/s12877-020-01592-x","2020-06-15","Linked at the registration","Journal publication","Yes","No",NA,"2016-09-13","2016-09-30","2017-03-31","2017","2017-03-31","2017","Completed","Not Applicable",69,"No",NA,"Industry or mixed","Yes","No","No","large"
"1495","NCT02917252",NA,"NCT02917252","Eligible","Aarhus University","Irrelevant intervention type",NA,"Yes","10.1111/dme.14385","3.2794582E7","https://doi.org/10.1111/dme.14385","2020-09-22","Linked at the registration","Journal publication","Yes","No",NA,"2016-09-27","2017-02-01","2017-04-03","2017","2017-04-03","2017","Completed","Not Applicable",6,"No",NA,"Only non-industry","Yes","Yes","No","large"
"1493","NCT02917330",NA,"NCT02917330","Eligible","Oslo University Hospital","Irrelevant intervention type",NA,"Yes","10.3390/medicina55060250",NA,"https://www.mdpi.com/1648-9144/55/6/250","2019-06-06","Systematic Google search","Journal publication","No","No",NA,"2016-05-11","2015-01-31","2016-10-31","2016","2016-10-31","2016","Completed","Not Applicable",34,"No",NA,"Only non-industry","Yes","Yes","No","large"
"1492","NCT02918110",NA,"NCT02918110","Eligible","Karolinska Institutet","None found","Samruddhi","Yes","10.1186/s12884-021-03786-6","3.3947349E7","https://bmcpregnancychildbirth.biomedcentral.com/articles/10.1186/s12884-021-03786-6","2021-05-04","Linked at the registration","Journal publication","Yes","No",NA,"2016-09-27","2016-09-30","2017-09-30","2017","2017-09-30","2017","Unknown status","Phase 4",320,"No",NA,"Only non-industry","Yes","Yes","Yes","large"
"1489","NCT02919124",NA,"NCT02919124","Eligible","Aalborg University Hospital","Irrelevant intervention type",NA,"Yes","10.1186/s13019-020-1057-x","31915030","https://cardiothoracicsurgery.biomedcentral.com/articles/10.1186/s13019-020-1057-x","2020-01-08","Linked at the registration","Journal publication","Yes","No",NA,"2016-09-25","2016-09-30","2019-12-31","2019","2019-12-31","2019","Completed","Not Applicable",56,"No",NA,"Industry or mixed","No","No","Yes","large"
"210","2015-005081-30","2015-005081-30","NCT02919501","Ineligible",NA,"Ignore, ineligible",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","2018-05-12","2016-06-08","2016-09-11","2017-04-27","2017","2017-04-27","2017","Any Completed, none Prematurely Ended","2",55,"Yes","Yes","Industry or mixed","Yes","Yes","No",NA
"1484","NCT02921867",NA,"NCT02921867","Eligible","Copenhagen University Hospital","Irrelevant intervention type",NA,"Yes","10.1007/s00330-018-5923-z","30617476","https://doi.org/10.1007/s00330-018-5923-z","2019-01-07","Linked at the registration","Journal publication","Yes","No",NA,"2016-09-21","2016-12-01","2018-02-15","2018","2018-02-15","2018","Completed","Not Applicable",20,"No",NA,"Only non-industry","Yes","Yes","No","large"
"1482","NCT02922803",NA,"NCT02922803","Eligible","Uppsala University","None found","Cathrine","Yes","10.1186/s12884-016-1117-3","2.7846821E7","https://link.springer.com/article/10.1186/s12884-016-1117-3","2016-11-15","Linked at the registration","Journal publication","No","No",NA,"2016-09-28","2010-05-31","2016-08-31","2016","2016-08-31","2016","Completed","Not Applicable",123,"No",NA,"Only non-industry","Yes","No","Yes","large"
"1481","NCT02923414",NA,"NCT02923414","Eligible","Aarhus University","Irrelevant intervention type",NA,"Yes","10.1093/eurheartj/ehz585","31504412","https://doi.org/10.1093/eurheartj/ehz585","2020-02-01","Systematic Google search","Journal publication","No","No",NA,"2016-10-03","2016-09-28","2019-03-08","2019","2019-03-08","2019","Completed","Not Applicable",276,"No",NA,"Only non-industry","Yes","Yes","No","large"
"1479","NCT02924025",NA,"NCT02924025","Eligible","Odense University Hospital","Irrelevant intervention type",NA,"Yes","10.1080/09513590.2018.1498832","30182773","https://doi.org/10.1080/09513590.2018.1498832","2018-09-05","Linked at the registration","Journal publication","Yes","No",NA,"2014-09-25","2014-09-30","2016-09-30","2016","2016-09-30","2016","Completed","Not Applicable",28,"Yes",NA,"Only non-industry","Yes","Yes","Yes","large"
"1480","NCT02924103",NA,"NCT02924103","Eligible","Copenhagen University Hospital","Irrelevant intervention type",NA,"Yes","10.4193/RHINOL/20.022",NA,"http://doi.org/10.4193/RHINOL/20.022","2020-05-09","Systematic Google search","Journal publication","Yes","No",NA,"2016-06-06","2016-12-31","2018-03-01","2018","2018-03-01","2018","Completed","Not Applicable",64,"No",NA,"Only non-industry","Yes","No","No","large"
"1478","NCT02924454",NA,"NCT02924454","Eligible","Bispebjerg and Frederiksberg Hospital","None found","Natasha","Yes","10.1002/cpt.1281","30412277","https://doi.org/10.1002/cpt.1281","2018-12-26","Systematic Google search","Journal publication","Yes","No",NA,"2016-09-06","2016-09-30","2017-03-10","2017","2017-03-10","2017","Completed","Phase 4",10,"No",NA,"Only non-industry","Yes","Yes","No","large"
"1477","NCT02924493",NA,"NCT02924493","Eligible","Aarhus University","Irrelevant intervention type",NA,"No",NA,NA,NA,NA,NA,NA,"Yes","No",NA,"2016-09-15","2017-07-03","2018-02-01","2018","2017-12-01","2017","Completed","Not Applicable",22,"No",NA,"Only non-industry","Yes","Yes","No","large"
"903","NCT02925143",NA,"NCT02925143","Eligible","Herlev and Gentofte Hospital","Irrelevant intervention type",NA,"Yes","10.1111/aas.14038","35122234","https://doi.org/10.1111/aas.14038","2022-02-13","Linked at the registration","Journal publication","Yes","Yes","2021-03-24","2016-10-04","2016-11-21","2017-06-30","2017","2017-06-30","2017","Completed","Not Applicable",6525,"No",NA,"Industry or mixed","No","No","Yes","large"
"1475","NCT02925286",NA,"NCT02925286","Ineligible","New ineligible","Ignore, ineligible",NA,"Yes",NA,NA,"https://cdspress.ca/wp-content/uploads/2022/05/JGI-Apr-21-RES-411.R2-FINAL_MAY24.pdf","2022-05-25","Systematic Google search","Journal publication","No","No",NA,"2016-10-03","2016-08-23","2017-11-30","2017","2017-11-30","2017","Completed","Not Applicable",5625,"Yes",NA,"Only non-industry","Yes","Yes","Yes",NA
"1474","NCT02926989","2016-002046-23","NCT02926989","Eligible","University of Oulu","Identified in manual search","Cathrine","Yes","10.1001/jamapediatrics.2020.3383","33104176","https://doi.org/10.1001/jamapediatrics.2020.3383","2021-01-01","Linked at the registration","Journal publication","Yes","No",NA,"2016-07-05","2016-10-03","2019-04-15","2019","2019-03-31","2019","Completed","Phase 4",660,"No",NA,"Only non-industry","Yes","Yes","Yes","large"
"1471","NCT02928328",NA,"NCT02928328","Eligible","Aalborg University","None found","Cathrine","Yes","10.1002/ejp.1128","2.902423E7","https://doi.org/10.1002/ejp.1128","2017-10-11","Linked at the registration","Journal publication","Yes","No",NA,"2016-10-06","2016-10-31","2019-12-31","2019","2018-12-31","2018","Unknown status","Not Applicable",90,"No",NA,"Only non-industry","Yes","Yes","No","large"
"1469","NCT02930239",NA,"NCT02930239","Eligible","Linkoeping University","Irrelevant intervention type",NA,"No",NA,NA,NA,NA,NA,NA,"Yes","No",NA,"2016-02-08","2016-03-31","2018-02-28","2018","2017-07-31","2017","Unknown status","Phase 2",30,"No",NA,"Only non-industry","Yes","Yes","Yes","large"
"1467","NCT02931487",NA,"NCT02931487","Eligible","University of Oslo","Irrelevant intervention type",NA,"Yes","10.3389/fnhum.2018.00508","3.0622463E7","https://doi.org/10.3389/fnhum.2018.00508","2018-12-21","Linked at the registration","Journal publication","No","No",NA,"2016-07-08","2015-05-31","2016-12-31","2016","2016-12-31","2016","Completed","Not Applicable",134,"No",NA,"Only non-industry","Yes","Yes","No","small"
"1466","NCT02931617",NA,"NCT02931617","Eligible","Tampere University Hospital","Irrelevant intervention type",NA,"No",NA,NA,NA,NA,NA,NA,"No","No",NA,"2015-12-09","2013-09-30","2016-04-30","2016","2016-03-31","2016","Completed","Not Applicable",120,"No",NA,"Only non-industry","Yes","Yes","Yes","small"
"1464","NCT02931630",NA,"NCT02931630","Eligible","Aarhus University Hospital","Irrelevant intervention type",NA,"Yes","10.3390/nu11092091","31487806","https://doi.org/10.3390/nu11092091","2019-09-04","Systematic Google search","Journal publication","No","No",NA,"2016-08-19","2016-05-31","2017-06-29","2017","2017-06-29","2017","Completed","Not Applicable",72,"No",NA,"Only non-industry","Yes","Yes","No","large"
"1465","NCT02931643",NA,"NCT02931643","Eligible","Lund University","Irrelevant intervention type",NA,"Yes",NA,NA,"lucris.lub.lu.se/ws/portalfiles/portal/51010099/Yoghatama_Cindya_Zanzer_PhD_thesis.pdf","2018-10-05","Systematic Google search","Doctoral thesis","Yes","No",NA,"2016-10-11","2016-10-31","2016-12-31","2016","2016-11-30","2016","Completed","Not Applicable",18,"No",NA,"Only non-industry","Yes","Yes","No","large"
"1463","NCT02932488",NA,"NCT02932488","Eligible","Copenhagen University Hospital","None found","Natasha","No",NA,NA,NA,NA,NA,NA,"No","No",NA,"2016-10-07","2016-09-30","2019-06-30","2019","2019-06-30","2019","Terminated","Phase 1",17,"No",NA,"Only non-industry","No","No","Yes","large"
"1462","NCT02933047",NA,"NCT02933047","Eligible","Aarhus University","Irrelevant intervention type",NA,"Yes","10.1111/aogs.13670","31148146","https://doi.org/10.1111/aogs.13670","2019-07-15","Linked at the registration","Journal publication","Yes","No",NA,"2013-10-21","2013-10-31","2016-04-30","2016","2016-04-30","2016","Completed","Not Applicable",204,"Yes",NA,"Only non-industry","Yes","Yes","Yes","large"
"1460","NCT02933645","2015-005392-24","NCT02933645","Eligible","Turku University Hospital","None found","Cathrine","No",NA,NA,NA,NA,NA,NA,"No","No",NA,"2016-05-11","2016-04-30","2016-12-31","2016","2016-12-31","2016","Completed","Not Applicable",10,"No",NA,"Only non-industry","Yes","Yes","No","large"
"217","2015-005683-41","2015-005683-41","NCT02939898","Eligible","Herlev and Gentofte Hospital","Automatically identified","Cathrine A","Yes","10.1093/hropen/hoac011","3.5356508E7","https://doi.org/10.1093/hropen/hoac011","2022-03-08","Systematic Google search","Journal publication","Yes","No",NA,"2016-01-07","2016-08-31","2018-01-09","2018",NA,NA,"Any Completed, none Prematurely Ended","2",32,"No","No","Only non-industry","Yes","Yes","No","large"
"1457","NCT02939898","2015-005683-41","NCT02939898","Cross-registration duplicate","Herlev and Gentofte Hospital","Automatically identified","Cathrine A","Yes","10.1093/hropen/hoac011","35356508","https://doi.org/10.1093%2Fhropen%2Fhoac011","2022-03-08","Systematic Google search","Journal publication","Yes","No",NA,"2016-08-15","2016-08-31","2018-01-31","2018","2018-01-31","2018","Completed","Phase 2/Phase 3",33,"No",NA,"Only non-industry","Yes","Yes","No","large"
"1456","NCT02940184",NA,"NCT02940184","Eligible","University of Copenhagen","None found","Cathrine","No",NA,NA,NA,NA,NA,NA,"Yes","No",NA,"2016-04-07","2016-06-30","2018-10-31","2018","2018-10-31","2018","Unknown status","Not Applicable",24,"No",NA,"Only non-industry","Yes","Yes","Yes","large"
"1454","NCT02941055",NA,"NCT02941055","Eligible","Gothenburg University","Irrelevant intervention type",NA,"Yes","10.1093/ajcn/nqaa019","3.205582E7","https://academic.oup.com/ajcn/article/111/6/1203/5735635?login=false","2020-06-01","Linked at the registration","Journal publication","Yes","No",NA,"2016-10-17","2017-02-01","2018-05-09","2018","2018-05-09","2018","Completed","Not Applicable",56,"No",NA,"Only non-industry","Yes","Yes","No","small"
"1455","NCT02941172",NA,"NCT02941172","Eligible","Turku University Hospital","Irrelevant intervention type",NA,"Yes","10.2337/db17-1366","29650773","https://doi.org/10.2337/db17-1366","2018-04-12","Linked at the registration","Journal publication","No","No",NA,"2016-10-19","2015-01-31","2017-12-30","2017","2017-07-30","2017","Completed","Not Applicable",18,"No",NA,"Only non-industry","Yes","No","Yes","large"
"1453","NCT02941393",NA,"NCT02941393","Eligible","Tampere University Hospital","Irrelevant intervention type",NA,"Yes","10.1111/1471-0528.16343","3.2491233E7","https://obgyn.onlinelibrary.wiley.com/doi/10.1111/1471-0528.16343","2020-07-16","Systematic Google search","Journal publication","No","No",NA,"2016-09-07","2012-11-30","2017-12-31","2017","2017-12-31","2017","Completed","Not Applicable",1500,"Yes",NA,"Only non-industry","Yes","Yes","Yes","small"
"905","NCT02942485","2016-001938-96","NCT02942485","Eligible","Helsinki University Hospital","Identified in manual search","Delwen","Yes","10.1016/j.jinf.2020.08.050","3.2882314E7","https://www.journalofinfection.com/article/S0163-4453(20)30580-6/fulltext","2020-09-01","Systematic Google search","Journal publication","Yes","Yes","2020-09-09","2016-10-19","2016-12-01","2019-12-31","2019","2019-12-31","2019","Terminated","Phase 4",8,"No",NA,"Only non-industry","Yes","Yes","Yes","large"
"1452","NCT02942550","2015-002910-65","NCT02942550","Eligible","Karolinska University Hospital","Identified in manual search","Samruddhi","Yes","10.1161/jaha.118.010152","3.0636504E7","https://doi.org/10.1161/jaha.118.010152","2019-01-22","Linked at the registration","Journal publication","Yes","No",NA,"2015-09-08","2016-11-30","2017-12-31","2017","2017-12-31","2017","Completed","Phase 4",82,"Yes",NA,"Only non-industry","Yes","Yes","No","large"
"1451","NCT02942628",NA,"NCT02942628","Ineligible","New ineligible","Ignore, ineligible",NA,"Yes","10.1161/JAHA.120.016518","32893710","https://doi.org/10.1161/JAHA.120.016518","2020-09-06","Linked at the registration","Journal publication","Yes","No",NA,"2016-10-20","2017-10-01","2019-06-01","2019","2018-10-01","2018","Completed","Not Applicable",31,"No",NA,"Only non-industry","Yes","Yes","Yes",NA
"1450","NCT02944253",NA,"NCT02944253","Eligible","Norwegian University of Science and Technology","Irrelevant intervention type",NA,"Yes","10.1093/ajcn/nqaa220","3.2844188E7","https://doi.org/10.1093/ajcn/nqaa220","2020-11-11","Linked at the registration","Journal publication","Yes","No",NA,"2016-10-21","2017-05-01","2019-12-31","2019","2019-12-31","2019","Completed","Not Applicable",100,"No",NA,"Only non-industry","Yes","Yes","No","large"
"1449","NCT02944786",NA,"NCT02944786","Eligible","Gothenburg University","Irrelevant intervention type",NA,"Yes","10.1002/ejp.1614",NA,"https://onlinelibrary.wiley.com/doi/10.1002/ejp.1614","2020-06-05","Systematic Google search","Journal publication","No","No",NA,"2016-10-17","2016-09-30","2019-08-31","2019","2019-08-31","2019","Completed","Not Applicable",98,"No",NA,"Only non-industry","Yes","Yes","Yes","small"
"1448","NCT02945865",NA,"NCT02945865","Ineligible",NA,"Ignore, ineligible",NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"2016-10-12","2015-01-26","2018-03-17","2018","2016-06-01","2016","Completed","Not Applicable",112,"No",NA,"Only non-industry","Yes","Yes","No",NA
"1447","NCT02945891",NA,"NCT02945891","Eligible","Oslo University Hospital","Irrelevant intervention type",NA,"Yes","10.1016/j.jcv.2017.12.008","2.9289814E7","https://doi.org/10.1016/j.jcv.2017.12.008","2017-12-21","Linked at the registration","Journal publication","No","No",NA,"2016-10-21","2014-04-30","2018-12-31","2018","2017-12-31","2017","Unknown status","Not Applicable",310,"Yes",NA,"Only non-industry","No","No","Yes","large"
"1446","NCT02946151",NA,"NCT02946151","Eligible","Zealand University Hospital","Irrelevant intervention type",NA,"Yes","10.1111/epi.16360","3.1608435E7","https://doi.org/10.1111/epi.16360","2019-10-13","Cross-reference","Journal publication","Yes","No",NA,"2016-10-19","2016-11-30","2019-02-11","2019","2019-01-23","2019","Completed","Not Applicable",10,"No",NA,"Industry or mixed","No","No","Yes","large"
"216","2015-005682-24","2015-005682-24","NCT02946684","Eligible","Herlev and Gentofte Hospital","Automatically identified","Cathrine A","Yes","10.1093/humrep/deab249","3.4792133E7","https://pubmed.ncbi.nlm.nih.gov/34792133/","2022-01-28","Systematic Google search","Journal publication","Yes","No",NA,"2016-01-13","2017-02-01","2018-11-30","2018","2018-10-30","2018","Any Completed, none Prematurely Ended","2",128,"Yes","Yes","Only non-industry","Yes","Yes","No","large"
"1445","NCT02946684","2015-005682-24","NCT02946684","Cross-registration duplicate","Herlev and Gentofte Hospital","Automatically identified","Cathrine A","Yes","10.1093/humrep/deab249","3.4792133E7","https://pubmed.ncbi.nlm.nih.gov/34792133/","2022-01-28","Systematic Google search","Journal publication","Yes","No",NA,"2016-07-11","2017-02-01","2018-10-30","2018","2018-10-30","2018","Completed","Phase 2/Phase 3",129,"Yes",NA,"Only non-industry","Yes","Yes","No","large"
"1443","NCT02948673",NA,"NCT02948673","Eligible","University of Copenhagen","Irrelevant intervention type",NA,"Yes","10.1139/apnm-2020-1099","33740389","https://doi.org/10.1139/apnm-2020-1099","2021-03-19","Linked at the registration","Journal publication","No","No",NA,"2016-10-26","2016-05-31","2017-12-31","2017","2017-12-31","2017","Completed","Not Applicable",20,"No",NA,"Only non-industry","Yes","Yes","No","large"
"1442","NCT02951260",NA,"NCT02951260","Eligible","Copenhagen University Hospital","None found","Samruddhi","Yes","10.1139/apnm-2021-0194","34784247","https://pubmed.ncbi.nlm.nih.gov/34784247/","2021-11-16","Linked at the registration","Journal publication","Yes","No",NA,"2016-10-27","2016-10-31","2017-07-31","2017","2017-04-30","2017","Completed","Not Applicable",15,"No",NA,"Only non-industry","Yes","Yes","No","large"
"1441","NCT02951624",NA,"NCT02951624","Eligible","Copenhagen University Hospital","Irrelevant intervention type",NA,"Yes","10.1016/j.metabol.2019.04.003","3.0954561E7","https://doi.org/10.1016/j.metabol.2019.04.003","2019-04-04","Systematic Google search","Journal publication","Yes","No",NA,"2016-10-30","2016-11-30","2018-07-15","2018","2018-07-15","2018","Completed","Not Applicable",14,"No",NA,"Only non-industry","Yes","Yes","Yes","large"
"1440","NCT02952378","2016-000996-26","NCT02952378","Eligible","Linkoeping University Hospital","Identified in publication","Cathrine A","Yes","10.1186/s13054-020-02855-0","32366324","https://pubmed.ncbi.nlm.nih.gov/32366324/","2020-05-05","Linked at the registration","Journal publication","Yes","No",NA,"2016-04-13","2016-10-31","2019-01-31","2019","2019-01-31","2019","Completed","Phase 4",30,"No",NA,"Only non-industry","Yes","No","Yes","large"
"1439","NCT02952950",NA,"NCT02952950","Eligible","Hvidovre and Amager Hospital","Irrelevant intervention type",NA,"Yes","10.1111/apa.15174","31954063","https://doi-org.ezproxy.its.uu.se/10.1111/apa.15174","2020-03-04","Cross-reference","Journal publication","No","No",NA,"2016-11-01","2016-09-30","2019-08-31","2019","2018-09-30","2018","Completed","Not Applicable",211,"No",NA,"Only non-industry","Yes","Yes","No","large"
"1438","NCT02953171",NA,"NCT02953171","Eligible","University of Copenhagen","Irrelevant intervention type",NA,"No",NA,NA,NA,NA,NA,NA,"No","No",NA,"2016-10-17","2016-09-30","2017-07-31","2017","2017-07-31","2017","Unknown status","Not Applicable",140,"No",NA,"Only non-industry","Yes","Yes","No","large"
"1437","NCT02953470",NA,"NCT02953470","Ineligible","New ineligible","Ignore, ineligible",NA,"Yes","10.2147/CIA.S208102","31308644","https://doi.org/10.2147/CIA.S208102","2019-07-05","Systematic Google search","Journal publication","Yes","No",NA,"2016-10-21","2016-10-31","2018-09-30","2018","2018-09-30","2018","Unknown status","Not Applicable",105,"No",NA,"Only non-industry","Yes","Yes","No",NA
"1436","NCT02954614",NA,"NCT02954614","Ineligible","New ineligible","Ignore, ineligible",NA,"Yes","10.1186/s12889-020-08645-1","32295569","https://doi.org/10.1186/s12889-020-08645-1","2020-04-15","Linked at the registration","Journal publication","No","No",NA,"2016-10-26","2016-05-31","2018-05-31","2018","2018-05-31","2018","Completed","Not Applicable",456,"Yes",NA,"Only non-industry","Yes","Yes","Yes",NA
"1435","NCT02954783",NA,"NCT02954783","Eligible","Copenhagen University Hospital","Irrelevant intervention type",NA,"Yes","10.1111/bju.15842","35753072","https://bjui-journals-onlinelibrary-wiley-com.mime.uit.no/doi/10.1111/bju.15842","2022-07-18","Other","Journal publication","Yes","No",NA,"2016-10-28","2016-11-30","2019-12-31","2019","2019-12-31","2019","Completed","Not Applicable",30,"No",NA,"Only non-industry","Yes","Yes","No","large"
"245","2016-002880-33","2016-002880-33","NCT02955732","Eligible","University of Turku; Turku University Hospital","Identified in publication","Cathrine A","Yes","10.1213/ane.0000000000004264","3.1206433E7","https://doi.org/10.1213/ane.0000000000004264","2020-04-01","Linked at the registration","Journal publication","Yes","Yes","2020-10-25","2016-10-17","2016-11-01","2018-09-10","2018","2017-04-30","2017","Any Completed, none Prematurely Ended","4",55,"No","No","Only non-industry","No","No","Yes","small"
"1434","NCT02955732","2016-002880-33","NCT02955732","Cross-registration duplicate","Turku University Hospital","Identified in publication","Cathrine A","Yes","10.1213/ane.0000000000004264","3.1206433E7","https://doi.org/10.1213/ane.0000000000004264","2020-04-01","Linked at the registration","Journal publication","Yes","No",NA,"2016-11-03","2017-01-01","2018-09-10","2018","2017-04-30","2017","Completed","Phase 4",50,"No",NA,"Only non-industry","No","No","Yes","large"
"1433","NCT02957318",NA,"NCT02957318","Eligible","University of Copenhagen","Irrelevant intervention type",NA,"Yes","10.3390/nu12113496","33203008","https://doi.org/10.3390/nu12113496","2020-11-13","Systematic Google search","Journal publication","No","No",NA,"2016-11-01","2016-09-30","2017-03-31","2017","2017-03-31","2017","Completed","Not Applicable",18,"No",NA,"Only non-industry","Yes","Yes","No","large"
"242","2016-002643-41","2016-002643-41","NCT02957903","Eligible","Zealand University Hospital","Automatically identified","Cathrine A","Yes","10.1111/aas.13091","2.9468642E7","https://onlinelibrary.wiley.com/doi/10.1111/aas.13091","2018-02-21","Linked at the registration","Journal publication","Yes","Yes","2021-05-13","2016-06-29","2016-11-11","2016-12-19","2016","2016-12-19","2016","Any Completed, none Prematurely Ended","4",20,"No","No","Only non-industry","Yes","Yes","No","large"
"1430","NCT02957903","2016-002643-41","NCT02957903","Cross-registration duplicate","Zealand University Hospital","Automatically identified","Cathrine A","Yes","10.1111/aas.13091","2.9468642E7","https://doi.org/10.1111/aas.13091","2018-02-21","Systematic Google search","Journal publication","Yes","No",NA,"2016-10-31","2016-11-30","2016-12-31","2016","2016-12-31","2016","Completed","Phase 4",20,"No",NA,"Only non-industry","Yes","Yes","No","large"
"1429","NCT02960724",NA,"NCT02960724","Eligible","Copenhagen University Hospital","Irrelevant intervention type",NA,"No",NA,NA,NA,NA,NA,NA,"Yes","No",NA,"2016-10-11","2016-11-30","2018-08-31","2018","2018-08-31","2018","Unknown status","Phase 2",90,"No",NA,"Only non-industry","No","No","Yes","large"
"1428","NCT02961595",NA,"NCT02961595","Eligible","University of Tampere","None found","Cathrine","Yes","10.1007/s00125-017-4410-4","28866779","https://doi.org/10.1007/s00125-017-4410-4","2017-09-02","Linked at the registration","Journal publication","No","No",NA,"2016-11-02","1999-10-31","2016-11-30","2016","2016-11-30","2016","Completed","Phase 1",315,"Yes",NA,"Only non-industry","Yes","No","Yes","small"
"1427","NCT02964598",NA,"NCT02964598","Eligible","University of Helsinki","Irrelevant intervention type",NA,"No",NA,NA,NA,NA,NA,NA,"Yes","No",NA,"2016-11-09","2016-11-30","2018-12-31","2018","2018-12-31","2018","Unknown status","Not Applicable",270,"No",NA,"Only non-industry","Yes","Yes","Yes","small"
